mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
ID													A oboInOwl:hasExactSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasBroadSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasNarrowSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasRelatedSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		Hypoadrenocorticism			icd11.foundation:733056203	Adrenocortical insufficiency					Hypoadrenocorticism	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortex deficiency			icd11.foundation:733056203	Adrenocortical insufficiency					adrenal cortex deficiency	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortex hypofunction			icd11.foundation:733056203	Adrenocortical insufficiency					adrenal cortex hypofunction	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal failure NOS			icd11.foundation:733056203	Adrenocortical insufficiency					adrenal failure NOS	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal hypofunction			icd11.foundation:733056203	Adrenocortical insufficiency					adrenal hypofunction	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenocortical hypofunction			icd11.foundation:733056203	Adrenocortical insufficiency					adrenocortical hypofunction	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		aldosterone deficiency			icd11.foundation:733056203	Adrenocortical insufficiency					aldosterone deficiency	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		corticoadrenal deficiency			icd11.foundation:733056203	Adrenocortical insufficiency					corticoadrenal deficiency	icd11.foundation:733056203										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		corticoadrenal hypofunction			icd11.foundation:733056203	Adrenocortical insufficiency					corticoadrenal hypofunction	icd11.foundation:733056203										
