mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
ID													A oboInOwl:hasExactSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasBroadSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasNarrowSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasRelatedSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|
MONDO:0000179	Neu-Laxova syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	NLS			NCIT:C14089	Nuclear Localization Signal	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	GARD:0000102		NLS	NCIT:C14089	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym	oio:hasRelatedSynonym	malignant interstitial cell tumor	malignant interstitial cell tumor	Malignant Interstitial Cell Tumor	NCIT:C4213	Malignant Leydig Cell Tumor			DOID:0050616		malignant interstitial cell tumor	NCIT:C4213										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasBroadSynonym	paranasal sinus cancer	paranasal sinus cancer	Paranasal Sinus Cancer	NCIT:C6014	Paranasal Sinus Carcinoma			MONDO:patterns/location, NCIT:C6014		paranasal sinus cancer	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	mucoepidermoid carcinoma of accessory sinus	mucoepidermoid carcinoma of accessory sinus	Mucoepidermoid Carcinoma of Accessory Sinus	NCIT:C6018	Paranasal Sinus Mucoepidermoid Carcinoma			DOID:0050619		mucoepidermoid carcinoma of accessory sinus	NCIT:C6018										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	paranasal sinus mucoepidermoid carcinoma	paranasal sinus mucoepidermoid carcinoma	Paranasal Sinus Mucoepidermoid Carcinoma	NCIT:C6018	Paranasal Sinus Mucoepidermoid Carcinoma			DOID:0050619		paranasal sinus mucoepidermoid carcinoma	NCIT:C6018										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	adenoid cystic carcinoma of accessory sinus	adenoid cystic carcinoma of accessory sinus	Adenoid Cystic Carcinoma of Accessory Sinus	NCIT:C6019	Paranasal Sinus Adenoid Cystic Carcinoma			DOID:0050619		adenoid cystic carcinoma of accessory sinus	NCIT:C6019										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	adenoid cystic carcinoma of paranasal sinus	adenoid cystic carcinoma of paranasal sinus	Adenoid Cystic Carcinoma of Paranasal Sinus	NCIT:C6019	Paranasal Sinus Adenoid Cystic Carcinoma			DOID:0050619		adenoid cystic carcinoma of paranasal sinus	NCIT:C6019										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	paranasal sinus adenoid cystic carcinoma	paranasal sinus adenoid cystic carcinoma	Paranasal Sinus Adenoid Cystic Carcinoma	NCIT:C6019	Paranasal Sinus Adenoid Cystic Carcinoma			DOID:0050619		paranasal sinus adenoid cystic carcinoma	NCIT:C6019										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasBroadSynonym	malignant neoplasm of paranasal sinus	malignant neoplasm of paranasal sinus	Malignant Neoplasm of Paranasal Sinus	NCIT:C7487	Malignant Paranasal Sinus Neoplasm			MONDO:patterns/cancer		malignant neoplasm of paranasal sinus	NCIT:C7487										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym	oio:hasBroadSynonym	malignant paranasal sinus neoplasm	malignant paranasal sinus neoplasm	Malignant Paranasal Sinus Neoplasm	NCIT:C7487	Malignant Paranasal Sinus Neoplasm			MONDO:patterns/cancer		malignant paranasal sinus neoplasm	NCIT:C7487										
