mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
ID																	A oboInOwl:hasExactSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasBroadSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasNarrowSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|	A oboInOwl:hasRelatedSynonym	>A oboInOwl:hasDbXref	>AI oboInOwl:hasSynonymType SPLIT=|
MONDO:0000032	febrile seizures, familial	oio:hasExactSynonym		familial febrile convulsions				familial febrile convulsions			DOID:0111297	familial febrile seizures					familial febrile convulsions	DOID:0111297										
MONDO:0000032	febrile seizures, familial	oio:hasExactSynonym		familial febrile seizures				familial febrile seizures			DOID:0111297	familial febrile seizures					familial febrile seizures	DOID:0111297										
MONDO:0000032	febrile seizures, familial	oio:hasExactSynonym		FEB				FEB			DOID:0111297	familial febrile seizures	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				FEB	DOID:0111297	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000062	isolated microphthalmia	oio:hasExactSynonym		isolated microphthalmia				isolated microphthalmia			DOID:0080637	isolated microphthalmia					isolated microphthalmia	DOID:0080637										
MONDO:0000079	nephrolithiasis/osteoporosis, hypophosphatemic	oio:hasExactSynonym		hypophosphatemic nephrolithiasis/osteoporosis				hypophosphatemic nephrolithiasis/osteoporosis			DOID:0080655	hypophosphatemic nephrolithiasis/osteoporosis					hypophosphatemic nephrolithiasis/osteoporosis	DOID:0080655										
MONDO:0000087	polymicrogyria	oio:hasExactSynonym		polymicrogyria				polymicrogyria			DOID:0080918	polymicrogyria					polymicrogyria	DOID:0080918										
MONDO:0000127	geleophysic dysplasia	oio:hasExactSynonym		geleophysic dysplasia				geleophysic dysplasia			DOID:0111724	geleophysic dysplasia					geleophysic dysplasia	DOID:0111724										
MONDO:0000127	geleophysic dysplasia	oio:hasExactSynonym		GPHYSD				GPHYSD			DOID:0111724	geleophysic dysplasia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				GPHYSD	DOID:0111724	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000136	keratosis follicularis spinulosa decalvans	oio:hasExactSynonym		keratosis follicularis spinulosa decalvans				keratosis follicularis spinulosa decalvans			DOID:0080753	keratosis follicularis spinulosa decalvans					keratosis follicularis spinulosa decalvans	DOID:0080753										
