subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		>A oboInOwl:source	A oboInOwl:hasDbXref		>A sssom:object_label						
MONDO:0016052	atypical autism	skos:exactMatch	DOID:0060042	semapv:LexicalMatching	atypical autism	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	atypical autism
MONDO:0005258	autism spectrum disorder	skos:exactMatch	DOID:0060042	semapv:LexicalMatching	atypical autism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	pdd
MONDO:0009669	spinal muscular atrophy, type 1	skos:exactMatch	DOID:0060160	semapv:LexicalMatching	childhood spinal muscular atrophy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	survival motor neuron spinal muscular atrophy
MONDO:0014076	dyskeratosis congenita, autosomal recessive 5	skos:exactMatch	DOID:0070020	semapv:LexicalMatching	autosomal dominant dyskeratosis congenita 4	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	dkca4
MONDO:0013311	ectodermal dysplasia-syndactyly syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013313	ectodermal dysplasia-cutaneous syndactyly syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013996	focal facial dermal dysplasia type II	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013997	focal facial dermal dysplasia type IV	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014089	corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017676	marginal papular palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0010592	focal dermal hypoplasia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0010208	wrinkly skin syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018250	diffuse palmoplantar keratoderma with painful fissures	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013115	RIN2 syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
