subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000087	polymicrogyria	skos:exactMatch	Orphanet:35981	Polymicrogyria	Unspecified						MONDO_MAPPINGS
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	Orphanet:1052	Mosaic variegated aneuploidy syndrome	Unspecified						MONDO_MAPPINGS
MONDO:0000193	cortisone reductase deficiency	skos:exactMatch	Orphanet:168588	Hyperandrogenism due to cortisone reductase deficiency	Unspecified						MONDO_MAPPINGS
MONDO:0000645	fallopian tube benign neoplasm	skos:exactMatch	Orphanet:180237	Benign tumor of fallopian tubes	Unspecified						MONDO_MAPPINGS
MONDO:0001309	oculomotor nerve paralysis	skos:exactMatch	Orphanet:98685	Rare oculomotor nerve disorder	Unspecified						MONDO_MAPPINGS
MONDO:0002096	malignant conjunctival melanoma	skos:exactMatch	Orphanet:617910	Conjunctival malignant melanoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	conjunctival melanoma	LEXMATCH
MONDO:0002142	undifferentiated pleomorphic sarcoma	skos:exactMatch	Orphanet:2023	Undifferentiated pleomorphic sarcoma	Unspecified						MONDO_MAPPINGS
MONDO:0002561	lysosomal storage disease	skos:exactMatch	Orphanet:68366	Lysosomal disease	Unspecified						MONDO_MAPPINGS
MONDO:0002687	superior mesenteric artery syndrome	skos:exactMatch	Orphanet:622099	Superior mesenteric artery syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	superior mesenteric artery syndrome	LEXMATCH
MONDO:0002687	superior mesenteric artery syndrome	skos:exactMatch	Orphanet:622099	Superior mesenteric artery syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	superior mesenteric artery syndrome	LEXMATCH
MONDO:0003198	small intestine adenocarcinoma	skos:exactMatch	Orphanet:104075	Adenocarcinoma of the small intestine	Unspecified						MONDO_MAPPINGS
MONDO:0003414	skin pilomatrix carcinoma	skos:exactMatch	Orphanet:499182	Pilomatrix carcinoma	Unspecified						MONDO_MAPPINGS
