subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000911	obsolete dilated cardiomyopathy 1T	skos:exactMatch	OMIM:613740		Unspecified						MONDO_MAPPINGS
MONDO:0004914	celiac artery stenosis from compression by median arcuate ligament of diaphragm	skos:exactMatch	OMIM:116870	celiac artery stenosis from compression by median arcuate ligament of diaphragm	Unspecified						MONDO_MAPPINGS
MONDO:0006486	uveal melanoma	skos:exactMatch	OMIM:155720	melanoma, uveal	Unspecified						MONDO_MAPPINGS
MONDO:0006761	fibromuscular dysplasia	skos:exactMatch	OMIM:135580	fibromuscular dysplasia, arterial	Unspecified						MONDO_MAPPINGS
MONDO:0007045	acrofacial dysostosis, Catania type	skos:exactMatch	OMIM:101805	acrofacial dysostosis, catania  iia	Unspecified						MONDO_MAPPINGS
MONDO:0007049	acroleukopathy, symmetric	skos:exactMatch	OMIM:102000	acroleukopathy, symmetric	Unspecified						MONDO_MAPPINGS
MONDO:0007061	obsolete acylase, cobalt-activated	skos:exactMatch	OMIM:102590		Unspecified						MONDO_MAPPINGS
MONDO:0007066	adenosine triphosphatase deficiency, anemia due to	skos:exactMatch	OMIM:102800	adenosine triphosphatase deficiency, anemia due to	Unspecified						MONDO_MAPPINGS
MONDO:0007086	autosomal dominant Alport syndrome	skos:exactMatch	OMIM:104200	alport syndrome 3, autosomal dominant	Unspecified						MONDO_MAPPINGS
MONDO:0007090	amastia, bilateral, with ureteral triplication and dysmorphism	skos:exactMatch	OMIM:104350	amastia, bilateral, with ureteral triplication and dysmorphism	Unspecified						MONDO_MAPPINGS
MONDO:0007091	amelia and terminal transverse hemimelia	skos:exactMatch	OMIM:104400	amelia and terminal transverse hemimelia	Unspecified						MONDO_MAPPINGS
MONDO:0007096	amenorrhea-galactorrhea syndrome	skos:exactMatch	OMIM:104600	amenorrhea-galactorrhea syndrome	Unspecified						MONDO_MAPPINGS
MONDO:0007102	amyotrophic dystonic paraplegia	skos:exactMatch	OMIM:105300	amyotrophic dystonic paraplegia	Unspecified						MONDO_MAPPINGS
MONDO:0007115	angioma serpiginosum, autosomal dominant	skos:exactMatch	OMIM:106050	angioma serpiginosum, autosomal dominant	Unspecified						MONDO_MAPPINGS
MONDO:0007121	aniridia, microcornea, and spontaneously Reabsorbed cataract	skos:exactMatch	OMIM:106230	aniridia, microcornea, and spontaneously reabsorbed cataract	Unspecified						MONDO_MAPPINGS
MONDO:0007128	annular erythema	skos:exactMatch	OMIM:106500	annular erythema	Unspecified						MONDO_MAPPINGS
MONDO:0007132	anonychia-ectrodactyly	skos:exactMatch	OMIM:106900	anonychia-ectrodactyly	Unspecified						MONDO_MAPPINGS
MONDO:0007133	anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	skos:exactMatch	OMIM:106990	anonychia-onychodystrophy with brachydactyly  iia B and ectrodactyly	Unspecified						MONDO_MAPPINGS
MONDO:0007139	obsolete Antipyrine metabolism	skos:exactMatch	OMIM:107290	antipyrine metabolism	Unspecified						MONDO_MAPPINGS
MONDO:0007141	obsolete antiviral state repressor, regulator of	skos:exactMatch	OMIM:107440	antiviral state repressor, regulator of	Unspecified						MONDO_MAPPINGS
MONDO:0007144	aortic arch interruption, facial palsy, and retinal coloboma	skos:exactMatch	OMIM:107550	aortic arch interruption, facial palsy, and retinal coloboma	Unspecified						MONDO_MAPPINGS
MONDO:0007148	appendicitis, proneness to	skos:exactMatch	OMIM:107700	appendicitis, proneness to	Unspecified						MONDO_MAPPINGS
MONDO:0007149	obsolete arbitrary restriction polymorphism 1	skos:exactMatch	OMIM:107750	arbitrary restriction polymorphism 1	Unspecified						MONDO_MAPPINGS
MONDO:0007151	arms, malformation of	skos:exactMatch	OMIM:107900	arms, malformation of	Unspecified						MONDO_MAPPINGS
MONDO:0007153	arteries, anomalies of	skos:exactMatch	OMIM:108000	arteries, anomalies of	Unspecified						MONDO_MAPPINGS
MONDO:0007155	arteritis, familial granulomatous, with juvenile polyarthritis	skos:exactMatch	OMIM:108050	arteritis, familial granulomatous, with juvenile polyarthritis	Unspecified						MONDO_MAPPINGS
MONDO:0007156	arthritis, sacroiliac	skos:exactMatch	OMIM:108100	arthritis, sacroiliac	Unspecified						MONDO_MAPPINGS
MONDO:0007162	asymmetric short stature syndrome	skos:exactMatch	OMIM:108450	asymmetric short stature syndrome	Unspecified						MONDO_MAPPINGS
MONDO:0007166	ataxia with fasciculations	skos:exactMatch	OMIM:108700	ataxia with fasciculations	Unspecified						MONDO_MAPPINGS
MONDO:0007170	atresia of external auditory canal and conductive deafness	skos:exactMatch	OMIM:108760	atresia of external auditory canal and conductive deafness	Unspecified						MONDO_MAPPINGS
MONDO:0007183	azotemia, familial	skos:exactMatch	OMIM:109160	azotemia, familial	Unspecified						MONDO_MAPPINGS
MONDO:0007189	obsolete B-cell growth factor	skos:exactMatch	OMIM:109540	b-cell growth factor	Unspecified						MONDO_MAPPINGS
MONDO:0007195	bifid nose, autosomal dominant	skos:exactMatch	OMIM:109740	bifid nose, autosomal dominant	Unspecified						MONDO_MAPPINGS
MONDO:0007199	blepharochalasis, superior	skos:exactMatch	OMIM:110000	blepharochalasis, superior	Unspecified						MONDO_MAPPINGS
MONDO:0007206	bone pain, periodic	skos:exactMatch	OMIM:112270	bone pain, periodic	Unspecified						MONDO_MAPPINGS
MONDO:0007210	Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay	skos:exactMatch	OMIM:112370	brachmann-de lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay	Unspecified						MONDO_MAPPINGS
MONDO:0007224	brachydactyly, type E, with atrial septal defect, type 2	skos:exactMatch	OMIM:113301	brachydactyly,  iia e, with atrial septal defect,  iia 2	Unspecified						MONDO_MAPPINGS
MONDO:0007228	brachymesomelia-renal syndrome	skos:exactMatch	OMIM:113470	brachymesomelia-renal syndrome	Unspecified						MONDO_MAPPINGS
MONDO:0007234	branchial myoclonus with spastic paraparesis and cerebellar ataxia	skos:exactMatch	OMIM:113610	branchial myoclonus with spastic paraparesis and cerebellar ataxia	Unspecified						MONDO_MAPPINGS
MONDO:0007241	bundle branch block, familial isolated complete right	skos:exactMatch	OMIM:113950	bundle branch block, familial isolated complete right	Unspecified						MONDO_MAPPINGS
MONDO:0007242	butyrylesterase 1	skos:exactMatch	OMIM:113960	butyrylesterase 1	Unspecified						MONDO_MAPPINGS
MONDO:0007245	cafe au lait spots, multiple	skos:exactMatch	OMIM:114030	cafe-au-lait spots, multiple	Unspecified						MONDO_MAPPINGS
MONDO:0007246	calcific aortic disease with immunologic abnormalities, familial	skos:exactMatch	OMIM:114065	calcific aortic disease with immunologic abnormalities, familial	Unspecified						MONDO_MAPPINGS
MONDO:0007253	cancer, familial, with in vitro Radioresistance	skos:exactMatch	OMIM:114450	cancer, familial, with 1n vitro radioresistance	Unspecified						MONDO_MAPPINGS
MONDO:0007258	canine teeth, absence of upper permanent	skos:exactMatch	OMIM:114600	canine teeth, absence of upper permanent	Unspecified						MONDO_MAPPINGS
MONDO:0007260	Car factor deficiency	skos:exactMatch	OMIM:114650	car factor deficiency	Unspecified						MONDO_MAPPINGS
MONDO:0007261	Carabelli anomaly of maxillary molar teeth	skos:exactMatch	OMIM:114700	carabelli anomaly of maxillary molar teeth	Unspecified						MONDO_MAPPINGS
MONDO:0007300	cerebral sarcoma	skos:exactMatch	OMIM:117600	cerebral sarcoma	Unspecified						MONDO_MAPPINGS
MONDO:0007304	cervical vertebral Bridge	skos:exactMatch	OMIM:118000	cervical vertebral bridge	Unspecified						MONDO_MAPPINGS
MONDO:0007305	cervical vertebral dysplasia	skos:exactMatch	OMIM:118005	cervical vertebral dysplasia	Unspecified						MONDO_MAPPINGS
MONDO:0007310	Charcot-Marie-Tooth disease, Guadalajara neuronal type	skos:exactMatch	OMIM:118230	charcot-marie-tooth disease, guadalajara neuronal  iia	Unspecified						MONDO_MAPPINGS
MONDO:0007312	Charcot-Marie-Tooth disease with ptosis and parkinsonism	skos:exactMatch	OMIM:118301	charcot-marie-tooth disease with ptosis and parkinsonism	Unspecified						MONDO_MAPPINGS
MONDO:0007314	chemodectoma, intraabdominal, with cutaneous angiolipomas	skos:exactMatch	OMIM:118350	chemodectoma, intraabdominal, with cutaneous angiolipomas	Unspecified						MONDO_MAPPINGS
MONDO:0007317	obsolete chlorpropamide-alcohol flushing	skos:exactMatch	OMIM:118430	chlorpropamide-alcohol flushing	Unspecified						MONDO_MAPPINGS
MONDO:0007322	chondrodysplasia punctata, tibial-metacarpal type	skos:exactMatch	OMIM:118651	chondrodysplasia punctata, tibia-metacarpal  iia	Unspecified						MONDO_MAPPINGS
MONDO:0007323	Chondronectin	skos:exactMatch	OMIM:118670	chondronectin	Unspecified						MONDO_MAPPINGS
MONDO:0007327	chylomicronemia, familial, due to circulating inhibitor of lipoprotein lipase	skos:exactMatch	OMIM:118830	chylomicronemia, familial, due to circulating inhibitor of lipoprotein lipase	Unspecified						MONDO_MAPPINGS
MONDO:0007328	choroidal osteoma, bilateral	skos:exactMatch	OMIM:118865	choroidal osteoma, bilateral	Unspecified						MONDO_MAPPINGS
MONDO:0007331	obsolete cleft chin	skos:exactMatch	OMIM:119000	cleft chin	Unspecified						MONDO_MAPPINGS
MONDO:0007344	cluster headache, familial	skos:exactMatch	OMIM:119915	cluster headache, familial	Unspecified						MONDO_MAPPINGS
MONDO:0007347	obsolete Coxsackievirus B3 susceptibility	skos:exactMatch	OMIM:120050	coxsackievirus b3 susceptibility	Unspecified						MONDO_MAPPINGS
