subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
ICD10CM:A54.22	Gonococcal prostatitis	skos:broadMatch	MONDO:0001838	acute gonococcal prostatitis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	gonococcal prostatitis	LEXMATCH
ICD10CM:B67	Echinococcosis	skos:broadMatch	MONDO:0017282	alveolar echinococcosis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	echinococcosis	LEXMATCH
ICD10CM:C11	Malignant neoplasm of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of nasopharynx	LEXMATCH
ICD10CM:C11.0	Malignant neoplasm of superior wall of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of superior wall of nasopharynx	LEXMATCH
ICD10CM:C11.0	Malignant neoplasm of superior wall of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	malignant neoplasm of roof of nasopharynx	LEXMATCH
ICD10CM:C11.1	Malignant neoplasm of posterior wall of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of posterior wall of nasopharynx	LEXMATCH
ICD10CM:C11.2	Malignant neoplasm of lateral wall of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of lateral wall of nasopharynx	LEXMATCH
ICD10CM:C11.3	Malignant neoplasm of anterior wall of nasopharynx	skos:broadMatch	MONDO:0015459	nasopharyngeal carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of anterior wall of nasopharynx	LEXMATCH
ICD10CM:C45.1	Mesothelioma of peritoneum	skos:broadMatch	MONDO:0002112	benign peritoneal mesothelioma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	mesothelioma of peritoneum	LEXMATCH
ICD10CM:C65	Malignant neoplasm of renal pelvis	skos:broadMatch	MONDO:0005519	renal pelvis carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of renal pelvis	LEXMATCH
ICD10CM:C75.0	Malignant neoplasm of parathyroid gland	skos:broadMatch	MONDO:0012004	parathyroid gland carcinoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	malignant neoplasm of parathyroid gland	LEXMATCH
ICD10CM:C81.0	Nodular lymphocyte predominant Hodgkin lymphoma	skos:broadMatch	MONDO:0019478	adult nodular lymphocyte predominant Hodgkin lymphoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	nodular lymphocyte predominant hodgkin lymphoma	LEXMATCH
ICD10CM:C93	Monocytic leukemia	skos:broadMatch	MONDO:0007896	acute monocytic leukemia	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	monocytic leukemia	LEXMATCH
ICD10CM:C93.1	Chronic myelomonocytic leukemia	skos:broadMatch	MONDO:0011908	juvenile myelomonocytic leukemia	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	chronic myelomonocytic leukemia	LEXMATCH
ICD10CM:D68.0	Von Willebrand's disease	skos:broadMatch	MONDO:0019565	hereditary von Willebrand disease	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	vascular hemophilia	LEXMATCH
ICD10CM:D80-D89	Certain disorders involving the immune mechanism (D80-D89)	skos:broadMatch	MONDO:0008399	sarcoidosis, susceptibility to, 1	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	sarcoidosis	LEXMATCH
