subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000253	piedra	skos:broadMatch	ICD10WHO:B36.2	White piedra	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	white piedra	LEXMATCH
MONDO:0000253	piedra	skos:broadMatch	ICD10WHO:B36.3	Black piedra	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	black piedra	LEXMATCH
MONDO:0001105	renal hypertension	skos:broadMatch	ICD10WHO:I15.0	Renovascular hypertension	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	renovascular hypertension	LEXMATCH
MONDO:0001672	bronchus cancer	skos:broadMatch	ICD10WHO:C34	Malignant neoplasm of bronchus and lung	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	malignant neoplasm of bronchus and lung	LEXMATCH
MONDO:0002052	lymphadenitis	skos:broadMatch	ICD10WHO:L04	Acute lymphadenitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	acute lymphadenitis	LEXMATCH
MONDO:0002155	cholecystitis	skos:broadMatch	ICD10WHO:K81.0	Acute cholecystitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	acute cholecystitis	LEXMATCH
MONDO:0002155	cholecystitis	skos:broadMatch	ICD10WHO:K81.1	Chronic cholecystitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	chronic cholecystitis	LEXMATCH
MONDO:0002258	pharyngitis	skos:broadMatch	ICD10WHO:J02	Acute pharyngitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	acute pharyngitis	LEXMATCH
MONDO:0002258	pharyngitis	skos:broadMatch	ICD10WHO:J31.2	Chronic pharyngitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	chronic pharyngitis	LEXMATCH
MONDO:0002316	motor peripheral neuropathy	skos:broadMatch	ICD10WHO:G60.0	Hereditary motor and sensory neuropathy	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	hereditary motor and sensory neuropathy	LEXMATCH
MONDO:0002508	gingivitis	skos:broadMatch	ICD10WHO:K05.0	Acute gingivitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	acute gingivitis	LEXMATCH
MONDO:0002508	gingivitis	skos:broadMatch	ICD10WHO:K05.1	Chronic gingivitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	chronic gingivitis	LEXMATCH
MONDO:0003767	mitral valve disorder	skos:broadMatch	ICD10WHO:I05.1	Rheumatic mitral insufficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	rheumatic mitral insufficiency	LEXMATCH
MONDO:0003781	bronchitis	skos:broadMatch	ICD10WHO:J20	Acute bronchitis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	acute bronchitis	LEXMATCH
MONDO:0004631	tongue cancer	skos:broadMatch	ICD10WHO:C01	Malignant neoplasm of base of tongue	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	malignant neoplasm of base of tongue	LEXMATCH
