subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000503	lung adenocarcinoma in situ	skos:exactMatch	NCIT:C8758	Stage 0 Lung Adenocarcinoma AJCC v6 and v7	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lung adenocarcinoma in situ	LEXMATCH
MONDO:0000503	lung adenocarcinoma in situ	skos:exactMatch	NCIT:C8758	Stage 0 Lung Adenocarcinoma AJCC v6 and v7	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lung adenocarcinoma in situ	LEXMATCH
MONDO:0000873	lymphoblastic lymphoma	skos:exactMatch	NCIT:C9124	Childhood Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lymphoblastic lymphoma	LEXMATCH
MONDO:0000873	lymphoblastic lymphoma	skos:exactMatch	NCIT:C9124	Childhood Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lymphoblastic lymphoma	LEXMATCH
MONDO:0000873	lymphoblastic lymphoma	skos:exactMatch	NCIT:C9361	Adult Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lymphoblastic lymphoma	LEXMATCH
MONDO:0000873	lymphoblastic lymphoma	skos:exactMatch	NCIT:C9361	Adult Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lymphoblastic lymphoma	LEXMATCH
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	skos:exactMatch	NCIT:C7226	Adult T Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	t lymphoblastic lymphoma	LEXMATCH
MONDO:0000930	nodular malignant melanoma	skos:exactMatch	NCIT:C205125	Nodular Melanoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	nodular melanoma	LEXMATCH
MONDO:0000930	nodular malignant melanoma	skos:exactMatch	NCIT:C205125	Nodular Melanoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	nodular melanoma	LEXMATCH
MONDO:0000964	skin lipoma	skos:exactMatch	NCIT:C5566	Skin Lipomatous Neoplasm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cutaneous lipomatous tumor	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cardiac conduction disorder	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cardiac conduction disorder	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	disorder of cardiac conduction	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	disorder of cardiac conduction	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cardiac conduction disorder	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cardiac conduction disorder	LEXMATCH
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	heart conduction disorder	LEXMATCH
