subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000001	disease	skos:exactMatch	icd11.foundation:1659232486	Mitral valve disease, unspecified	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	disorder	LEXMATCH
MONDO:0000001	disease	skos:exactMatch	icd11.foundation:1659232486	Mitral valve disease, unspecified	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	disorder	LEXMATCH
MONDO:0000001	disease	skos:exactMatch	icd11.foundation:1659232486	Mitral valve disease, unspecified	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	disorder	LEXMATCH
MONDO:0000004	adrenocortical insufficiency	skos:exactMatch	icd11.foundation:733056203	Adrenocortical insufficiency	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	adrenocortical insufficiency	LEXMATCH
MONDO:0000022	nocturnal enuresis	skos:exactMatch	icd11.foundation:1048673005	Nocturnal enuresis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nocturnal enuresis	LEXMATCH
MONDO:0000050	isolated congenital growth hormone deficiency	skos:exactMatch	icd11.foundation:936501166	Nonacquired isolated growth hormone deficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	congenital isolated growth hormone deficiency	LEXMATCH
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	icd11.foundation:148580117	Pelvic organ prolapse	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pelvic organ prolapse	LEXMATCH
MONDO:0000087	polymicrogyria	skos:exactMatch	icd11.foundation:2081858551	Polymicrogyria	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	polymicrogyria	LEXMATCH
MONDO:0000088	precocious puberty	skos:exactMatch	icd11.foundation:1495024153	Peripheral precocious puberty	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	pubertas praecox	LEXMATCH
MONDO:0000088	precocious puberty	skos:exactMatch	icd11.foundation:1495024153	Peripheral precocious puberty	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sexual precocity	LEXMATCH
MONDO:0000088	precocious puberty	skos:exactMatch	icd11.foundation:1495024153	Peripheral precocious puberty	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	precocious puberty	LEXMATCH
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	icd11.foundation:1545895796	Auriculo-condylar syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	auriculo-condylar syndrome	LEXMATCH
MONDO:0000107	auriculocondylar syndrome	skos:exactMatch	icd11.foundation:1545895796	Auriculo-condylar syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	auriculo-condylar syndrome	LEXMATCH
MONDO:0000110	bifid nose	skos:exactMatch	icd11.foundation:1824850646	Bifid nose	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bifid nose	LEXMATCH
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	icd11.foundation:518828851	Geleophysic dysplasia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	geleophysic dysplasia	LEXMATCH
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	icd11.foundation:1848636316	Giant axonal neuropathy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	giant axonal neuropathy	LEXMATCH
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	icd11.foundation:303213910	Keratosis follicularis spinulosa decalvans	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	keratosis follicularis spinulosa decalvans	LEXMATCH
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	icd11.foundation:398235351	Mosaic variegated aneuploidy syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mosaic variegated aneuploidy syndrome	LEXMATCH
