subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0004979	asthma	skos:broadMatch	DOID:0080821	exercise-induced bronchoconstriction	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	exercise-induced asthma	LEXMATCH
MONDO:0007600	primary Fanconi syndrome	skos:broadMatch	DOID:0080757	Fanconi renotubular syndrome 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	fanconi renotubular syndrome type 1	LEXMATCH
MONDO:0007614	congenital fibrosis of extraocular muscles	skos:broadMatch	DOID:0081021	Tukel syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	tukel syndrome	LEXMATCH
MONDO:0008891	riboflavin transporter deficiency	skos:broadMatch	DOID:0080785	Brown-Vialetto-Van Laere syndrome 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	brown-vialetto-van laere syndrome type 1	LEXMATCH
MONDO:0009242	brittle cornea syndrome	skos:broadMatch	DOID:0080729	brittle cornea syndrome 2	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	brittle cornea syndrome type 2	LEXMATCH
MONDO:0015134	constitutional neutropenia	skos:broadMatch	DOID:0112133	severe congenital neutropenia 3	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	kostmann syndrome	LEXMATCH
MONDO:0015134	constitutional neutropenia	skos:broadMatch	DOID:0112133	severe congenital neutropenia 3	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	kostmann disorder	LEXMATCH
MONDO:0016643	frontonasal dysplasia	skos:broadMatch	DOID:0081045	frontonasal dysplasia 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	frontonasal dysplasia type 1	LEXMATCH
MONDO:0019530	non-syndromic syndactyly	skos:broadMatch	DOID:0111816	syndactyly type 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	chromosome type 2q35 duplication syndrome	LEXMATCH
MONDO:0100452	RPE65-related dominant retinopathy	skos:broadMatch	DOID:0112144	retinitis pigmentosa 87	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	retinitis pigmentosa type 87 with choroidal involvement	LEXMATCH
MONDO:0800101	NMNAT1-related retinopathy	skos:broadMatch	DOID:0112290	spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and leber congenital amaurosis	LEXMATCH
MONDO:0800101	NMNAT1-related retinopathy	skos:broadMatch	DOID:0112290	spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	oio:hasExactSynonym	shilca syndrome	LEXMATCH
