subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0002112	benign peritoneal mesothelioma	skos:narrowMatch	ICD10WHO:C45.1	Mesothelioma of peritoneum	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	mesothelioma of peritoneum	LEXMATCH
MONDO:0005519	renal pelvis carcinoma	skos:narrowMatch	ICD10WHO:C65	Malignant neoplasm of renal pelvis	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	malignant neoplasm of renal pelvis	LEXMATCH
MONDO:0005711	congenital diaphragmatic hernia	skos:narrowMatch	ICD10WHO:K44	Diaphragmatic hernia	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	diaphragmatic hernia	LEXMATCH
MONDO:0007098	ACys amyloidosis	skos:narrowMatch	ICD10WHO:I68.0	Cerebral amyloid angiopathy	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	cerebral amyloid angiopathy	LEXMATCH
MONDO:0007157	arthrogryposis, distal, type 1A	skos:narrowMatch	ICD10WHO:Q74.3	Arthrogryposis multiplex congenita	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	arthrogryposis multiplex congenita	LEXMATCH
MONDO:0007723	Hirschsprung disease, susceptibility to, 1	skos:narrowMatch	ICD10WHO:Q43.1	Hirschsprung disease	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	hirschsprung disease	LEXMATCH
MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	skos:narrowMatch	ICD10WHO:Q77.7	Spondyloepiphyseal dysplasia	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	spondyloepiphyseal dysplasia	LEXMATCH
MONDO:0007896	acute monocytic leukemia	skos:narrowMatch	ICD10WHO:C93	Monocytic leukaemia	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	monocytic leukaemia	LEXMATCH
MONDO:0008251	familial pityriasis rubra pilaris	skos:narrowMatch	ICD10WHO:L44.0	Pityriasis rubra pilaris	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	pityriasis rubra pilaris	LEXMATCH
MONDO:0008399	sarcoidosis, susceptibility to, 1	skos:narrowMatch	ICD10WHO:D86	Sarcoidosis	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	sarcoidosis	LEXMATCH
MONDO:0008791	anencephaly 1	skos:narrowMatch	ICD10WHO:Q00.0	Anencephaly	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	anencephaly	LEXMATCH
MONDO:0009100	type 1 diabetes mellitus 1	skos:narrowMatch	ICD10WHO:E10	Type 1 diabetes mellitus	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	type 1 diabetes mellitus	LEXMATCH
MONDO:0009773	odonto-onycho-dermal dysplasia	skos:narrowMatch	ICD10WHO:Q82.4	Ectodermal dysplasia (anhidrotic)	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	ectodermal dysplasia	LEXMATCH
