subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	skos:closeMatch	Orphanet:652522	Periodic fever-immunodeficiency-thrombocytopenia syndrome	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:150550	LEXMATCH
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	skos:closeMatch	Orphanet:652522	Periodic fever-immunodeficiency-thrombocytopenia syndrome	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:150550	LEXMATCH
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	skos:closeMatch	Orphanet:652522	Periodic fever-immunodeficiency-thrombocytopenia syndrome	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:150550	LEXMATCH
MONDO:0008302	centra precocious puberty 1	skos:closeMatch	Orphanet:650097	Genetic central precocious puberty in male	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:176400	LEXMATCH
MONDO:0008302	centra precocious puberty 1	skos:closeMatch	Orphanet:650097	Genetic central precocious puberty in male	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:176400	LEXMATCH
MONDO:0008302	centra precocious puberty 1	skos:closeMatch	Orphanet:650097	Genetic central precocious puberty in male	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:176400	LEXMATCH
MONDO:0009681	Ullrich congenital muscular dystrophy 1	skos:closeMatch	Orphanet:646098	Collagen VI-related congenital muscular dystrophy	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:254090	LEXMATCH
MONDO:0009681	Ullrich congenital muscular dystrophy 1	skos:closeMatch	Orphanet:646098	Collagen VI-related congenital muscular dystrophy	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:254090	LEXMATCH
MONDO:0009681	Ullrich congenital muscular dystrophy 1	skos:closeMatch	Orphanet:646098	Collagen VI-related congenital muscular dystrophy	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:254090	LEXMATCH
MONDO:0009681	Ullrich congenital muscular dystrophy 1	skos:closeMatch	Orphanet:646113	Intermediate collagen VI-related muscular dystrophy	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:254090	LEXMATCH
MONDO:0009681	Ullrich congenital muscular dystrophy 1	skos:closeMatch	Orphanet:646113	Intermediate collagen VI-related muscular dystrophy	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:254090	LEXMATCH
