term_id	exclusion_reason
ID	AI MONDOREL:has_exclusion_reason
DO:11106	MONDO:excludeNonDisease
DO:757	MONDO:excludeNonDisease
DO:6792	MONDO:excludeNonDisease
DO:10145	MONDO:excludeNonDisease
DO:0050191	MONDO:excludeNonDisease
DO:8281	MONDO:excludeNonDisease
DO:13342	MONDO:excludeNonDisease
DO:4807	MONDO:excludeNonDisease
DO:9373	MONDO:excludeNonDisease
DO:7011	MONDO:excludeNonDisease
DO:13397	MONDO:excludeNonDisease
DO:0110302	MONDO:excludeNonDisease
DO:4841	MONDO:excludeNonDisease
DO:9001	MONDO:excludeNonDisease
DO:3340	MONDO:excludeNonDisease
DO:0050079	MONDO:excludeNonDisease
DO:8458	MONDO:excludeNonDisease
DO:5007	MONDO:excludeNonDisease
DO:7352	MONDO:excludeNonDisease
DO:2528	MONDO:excludeNonDisease
DO:6956	MONDO:excludeNonDisease
DO:9925	MONDO:excludeNonDisease
DO:0050507	MONDO:excludeNonDisease
DO:10274	MONDO:excludeNonDisease
DO:0110325	MONDO:excludeNonDisease
DO:0110762	MONDO:excludeNonDisease
DO:11730	MONDO:excludeNonDisease
DO:4105	MONDO:excludeNonDisease
DO:425	MONDO:excludeNonDisease
DO:1054	MONDO:excludeNonDisease
DO:8852	MONDO:excludeNonDisease
DO:4700	MONDO:excludeNonDisease
DO:0050249	MONDO:excludeNonDisease
DO:4595	MONDO:excludeNonDisease
DO:9019	MONDO:excludeNonDisease
DO:338	MONDO:excludeNonDisease
DO:9070	MONDO:excludeNonDisease
DO:10979	MONDO:excludeNonDisease
DO:9202	MONDO:excludeNonDisease
DO:12252	MONDO:excludeNonDisease
DO:11802	MONDO:excludeNonDisease
DO:8906	MONDO:excludeNonDisease
DO:14727	MONDO:excludeNonDisease
DO:10384	MONDO:excludeNonDisease
DO:4631	MONDO:excludeNonDisease
DO:13335	MONDO:excludeNonDisease
DO:3730	MONDO:excludeNonDisease
DO:2642	MONDO:excludeNonDisease
DO:153	MONDO:excludeNonDisease
DO:6716	MONDO:excludeNonDisease
DO:13275	MONDO:excludeNonDisease
DO:13663	MONDO:excludeNonDisease
DO:7084	MONDO:excludeNonDisease
DO:11271	MONDO:excludeNonDisease
DO:12928	MONDO:excludeNonDisease
DO:0060120	MONDO:excludeNonDisease
DO:8754	MONDO:excludeNonDisease
DO:195	MONDO:excludeNonDisease
DO:6108	MONDO:excludeNonDisease
DO:12839	MONDO:excludeNonDisease
DO:8453	MONDO:excludeNonDisease
DO:0050310	MONDO:excludeNonDisease
DO:449	MONDO:excludeNonDisease
DO:5323	MONDO:excludeNonDisease
DO:14530	MONDO:excludeNonDisease
DO:1086	MONDO:excludeNonDisease
DO:14041	MONDO:excludeNonDisease
DO:5613	MONDO:excludeNonDisease
DO:8257	MONDO:excludeNonDisease
DO:11943	MONDO:excludeNonDisease
DO:3101	MONDO:excludeNonDisease
DO:10510	MONDO:excludeNonDisease
DO:1685	MONDO:excludeNonDisease
DO:0050815	MONDO:excludeNonDisease
DO:617	MONDO:excludeNonDisease
DO:8276	MONDO:excludeNonDisease
DO:12784	MONDO:excludeNonDisease
DO:4412	MONDO:excludeNonDisease
DO:1313	MONDO:excludeNonDisease
DO:0050183	MONDO:excludeNonDisease
DO:6761	MONDO:excludeNonDisease
DO:3164	MONDO:excludeNonDisease
DO:13679	MONDO:excludeNonDisease
DO:0050223	MONDO:excludeNonDisease
DO:3100	MONDO:excludeNonDisease
DO:3026	MONDO:excludeNonDisease
DO:306	MONDO:excludeNonDisease
DO:0050181	MONDO:excludeNonDisease
DO:5486	MONDO:excludeNonDisease
DO:196	MONDO:excludeNonDisease
DO:7043	MONDO:excludeNonDisease
DO:7931	MONDO:excludeNonDisease
DO:3239	MONDO:excludeNonDisease
DO:12881	MONDO:excludeNonDisease
DO:8938	MONDO:excludeNonDisease
DO:3420	MONDO:excludeNonDisease
DO:13601	MONDO:excludeNonDisease
DO:0050311	MONDO:excludeNonDisease
DO:10018	MONDO:excludeNonDisease
DO:1634	MONDO:excludeNonDisease
DO:7385	MONDO:excludeNonDisease
DO:12302	MONDO:excludeNonDisease
DO:0050164	MONDO:excludeNonDisease
DO:5053	MONDO:excludeNonDisease
DO:1253	MONDO:excludeNonDisease
DO:5006	MONDO:excludeNonDisease
DO:12843	MONDO:excludeNonDisease
DO:457	MONDO:excludeNonDisease
DO:10238	MONDO:excludeNonDisease
DO:9728	MONDO:excludeNonDisease
DO:14313	MONDO:excludeNonDisease
DO:7805	MONDO:excludeNonDisease
DO:2279	MONDO:excludeNonDisease
DO:6905	MONDO:excludeNonDisease
DO:13995	MONDO:excludeNonDisease
DO:1001	MONDO:excludeNonDisease
DO:13338	MONDO:excludeNonDisease
DO:3019	MONDO:excludeNonDisease
DO:3402	MONDO:excludeNonDisease
