term_id	exclusion_reason
ID	AI MONDOREL:has_exclusion_reason
Orphanet:158048	MONDO:excludeGroupingClass
Orphanet:564178	MONDO:excludeGroupingClass
Orphanet:603699	MONDO:excludeGroupingClass
Orphanet:289825	MONDO:excludeGroupingClass
Orphanet:498491	MONDO:excludeGroupingClass
Orphanet:519306	MONDO:excludeGroupingClass
Orphanet:519319	MONDO:excludeGroupingClass
Orphanet:519323	MONDO:excludeGroupingClass
Orphanet:522043	MONDO:excludeGroupingClass
Orphanet:538238	MONDO:excludeGroupingClass
Orphanet:544590	MONDO:excludeGroupingClass
Orphanet:567558	MONDO:excludeGroupingClass
Orphanet:567562	MONDO:excludeGroupingClass
Orphanet:98744	MONDO:excludeGroupingClass
Orphanet:98745	MONDO:excludeGroupingClass
Orphanet:98746	MONDO:excludeGroupingClass
Orphanet:98747	MONDO:excludeGroupingClass
Orphanet:98748	MONDO:excludeGroupingClass
Orphanet:98749	MONDO:excludeGroupingClass
Orphanet:207090	MONDO:excludeGroupingClass
Orphanet:2416	MONDO:excludeGroupingClass
Orphanet:596747	MONDO:excludeClinicalSituation
Orphanet:404577	MONDO:excludeGeneticFormOfDisease
Orphanet:93459	MONDO:excludeGeneticFormOfDisease
Orphanet:69028	MONDO:excludeGeneticFormOfDisease
Orphanet:498454	MONDO:excludeGeneticFormOfDisease
Orphanet:498451	MONDO:excludeGeneticFormOfDisease
Orphanet:444941	MONDO:excludeGeneticFormOfDisease
Orphanet:404574	MONDO:excludeGeneticFormOfDisease
Orphanet:294959	MONDO:excludeGeneticFormOfDisease
Orphanet:140997	MONDO:excludeGeneticFormOfDisease
Orphanet:294957	MONDO:excludeGeneticFormOfDisease
Orphanet:228184	MONDO:excludeGeneticFormOfDisease
Orphanet:109007	MONDO:excludeGeneticFormOfDisease
Orphanet:97120	MONDO:excludeGeneticFormOfDisease
Orphanet:294965	MONDO:excludeGeneticFormOfDisease
Orphanet:294963	MONDO:excludeGeneticFormOfDisease
Orphanet:294060	MONDO:excludeGeneticFormOfDisease
Orphanet:1037	MONDO:excludeGeneticFormOfDisease
Orphanet:505395	MONDO:excludeClinicalSituation
Orphanet:240947	MONDO:excludeClinicalSituation
Orphanet:90051	MONDO:excludePhenotype
Orphanet:413684	MONDO:excludeClinicalSituation
Orphanet:519298	MONDO:excludeRare
Orphanet:519296	MONDO:excludeRare
Orphanet:413674	MONDO:excludeClinicalSituation
Orphanet:284113	MONDO:excludeClinicalSituation
Orphanet:413667	MONDO:excludeClinicalSituation
Orphanet:269550	MONDO:excludeGeneticFormOfDisease
Orphanet:98518	MONDO:excludeGeneticFormOfDisease
Orphanet:3388	MONDO:excludeGeneticFormOfDisease
Orphanet:268843	MONDO:excludeGeneticFormOfDisease
Orphanet:268357	MONDO:excludeGeneticFormOfDisease
Orphanet:823	MONDO:excludeGeneticFormOfDisease
Orphanet:268744	MONDO:excludeGeneticFormOfDisease
Orphanet:268832	MONDO:excludeGeneticFormOfDisease
Orphanet:268817	MONDO:excludeGeneticFormOfDisease
Orphanet:269557	MONDO:excludeGeneticFormOfDisease
Orphanet:98523	MONDO:excludeGeneticFormOfDisease
Orphanet:269560	MONDO:excludeGeneticFormOfDisease
Orphanet:269553	MONDO:excludeGeneticFormOfDisease
Orphanet:269190	MONDO:excludeGeneticFormOfDisease
Orphanet:268926	MONDO:excludeGeneticFormOfDisease
Orphanet:163209	MONDO:excludeGeneticFormOfDisease
Orphanet:35981	MONDO:excludeGeneticFormOfDisease
Orphanet:268950	MONDO:excludeGeneticFormOfDisease
Orphanet:357194	MONDO:excludeClinicalSituation
Orphanet:280369	MONDO:excludeRare
Orphanet:445197	MONDO:excludeRare
Orphanet:156152	MONDO:excludeRare
Orphanet:525677	MONDO:excludeGeneticFormOfDisease
Orphanet:98634	MONDO:excludeGeneticFormOfDisease
Orphanet:486955	MONDO:excludeRare
Orphanet:92	MONDO:excludeRare
Orphanet:404580	MONDO:excludeRare
Orphanet:319719	MONDO:excludeRare
Orphanet:481671	MONDO:excludeRare
Orphanet:324953	MONDO:excludeRare
Orphanet:324950	MONDO:excludeRare
Orphanet:324942	MONDO:excludeRare
Orphanet:324939	MONDO:excludeRare
Orphanet:324960	MONDO:excludeRare
Orphanet:324924	MONDO:excludeRare
Orphanet:208650	MONDO:excludeRare
Orphanet:324933	MONDO:excludeRare
Orphanet:448426	MONDO:excludeGeneticFormOfDisease
Orphanet:90052	MONDO:excludePatientGroup
Orphanet:519351	MONDO:excludeRare
Orphanet:98671	MONDO:excludeRare
Orphanet:98672	MONDO:excludeRare
Orphanet:441434	MONDO:excludeRare
Orphanet:497623	MONDO:excludeRare
Orphanet:431320	MONDO:excludeRare
Orphanet:519345	MONDO:excludeRare
Orphanet:519339	MONDO:excludeRare
Orphanet:519337	MONDO:excludeRare
Orphanet:519333	MONDO:excludeRare
Orphanet:499047	MONDO:excludeRare
Orphanet:137905	MONDO:excludeRare
Orphanet:284102	MONDO:excludeClinicalSituation
Orphanet:522570	MONDO:excludeRare
Orphanet:522584	MONDO:excludeRare
Orphanet:519321	MONDO:excludeRare
Orphanet:519300	MONDO:excludeRare
Orphanet:522572	MONDO:excludeRare
Orphanet:98668	MONDO:excludeRare
Orphanet:519327	MONDO:excludeRare
Orphanet:519304	MONDO:excludeRare
Orphanet:71862	MONDO:excludeRare
Orphanet:520817	MONDO:excludeRare
Orphanet:519319	MONDO:excludeRare
Orphanet:519306	MONDO:excludeRare
Orphanet:519302	MONDO:excludeRare
Orphanet:63454	MONDO:excludeRare
Orphanet:519325	MONDO:excludeRare
Orphanet:98661	MONDO:excludeRare
Orphanet:79189	MONDO:excludeRare
Orphanet:519323	MONDO:excludeRare
Orphanet:309294	MONDO:excludeRare
Orphanet:522576	MONDO:excludeRare
Orphanet:522574	MONDO:excludeRare
Orphanet:240935	MONDO:excludeClinicalSituation
Orphanet:217080	MONDO:excludePatientGroup
Orphanet:183469	MONDO:excludeGeneticFormOfDisease
Orphanet:55	MONDO:excludeGeneticFormOfDisease
Orphanet:284811	MONDO:excludeGeneticFormOfDisease
Orphanet:90056	MONDO:excludeClinicalModifier
Orphanet:506207	MONDO:excludeRare
Orphanet:506225	MONDO:excludeRare
Orphanet:371176	MONDO:excludeRare
Orphanet:324767	MONDO:excludeRare
Orphanet:247	MONDO:excludeRare
Orphanet:217638	MONDO:excludeRare
Orphanet:217619	MONDO:excludeRare
Orphanet:217616	MONDO:excludeRare
Orphanet:217613	MONDO:excludeRare
Orphanet:217610	MONDO:excludeRare
Orphanet:262	MONDO:excludeRare
Orphanet:217569	MONDO:excludeRare
Orphanet:99739	MONDO:excludeRare
Orphanet:217595	MONDO:excludeRare
Orphanet:217591	MONDO:excludeRare
Orphanet:217587	MONDO:excludeRare
Orphanet:217581	MONDO:excludeRare
Orphanet:217572	MONDO:excludeRare
Orphanet:217598	MONDO:excludeRare
Orphanet:506222	MONDO:excludeRare
Orphanet:182095	MONDO:excludeRare
Orphanet:264757	MONDO:excludeRare
Orphanet:264944	MONDO:excludeRare
Orphanet:264984	MONDO:excludeRare
Orphanet:31740	MONDO:excludeRare
Orphanet:99909	MONDO:excludeRare
Orphanet:264949	MONDO:excludeRare
Orphanet:264973	MONDO:excludeRare
Orphanet:264968	MONDO:excludeRare
Orphanet:182104	MONDO:excludeRare
Orphanet:264762	MONDO:excludeRare
Orphanet:264935	MONDO:excludeRare
Orphanet:182101	MONDO:excludeRare
Orphanet:264930	MONDO:excludeRare
Orphanet:264735	MONDO:excludeRare
Orphanet:264745	MONDO:excludeRare
Orphanet:264740	MONDO:excludeRare
Orphanet:98300	MONDO:excludeRare
Orphanet:182098	MONDO:excludeRare
Orphanet:264656	MONDO:excludeRare
Orphanet:264699	MONDO:excludeRare
Orphanet:264719	MONDO:excludeRare
Orphanet:618899	MONDO:excludeRare
Orphanet:264714	MONDO:excludeRare
Orphanet:264709	MONDO:excludeRare
Orphanet:264704	MONDO:excludeRare
Orphanet:264665	MONDO:excludeRare
Orphanet:264694	MONDO:excludeRare
Orphanet:264683	MONDO:excludeRare
Orphanet:264670	MONDO:excludeRare
Orphanet:100049	MONDO:excludeRare
Orphanet:182090	MONDO:excludeRare
Orphanet:275791	MONDO:excludeRare
Orphanet:275828	MONDO:excludeRare
Orphanet:275823	MONDO:excludeRare
Orphanet:275813	MONDO:excludeRare
Orphanet:275808	MONDO:excludeRare
Orphanet:275803	MONDO:excludeRare
Orphanet:275798	MONDO:excludeRare
Orphanet:275786	MONDO:excludeRare
Orphanet:506219	MONDO:excludeRare
Orphanet:3399	MONDO:excludeRare
Orphanet:363582	MONDO:excludeRare
Orphanet:363504	MONDO:excludeRare
Orphanet:35807	MONDO:excludeRare
Orphanet:363579	MONDO:excludeRare
Orphanet:99913	MONDO:excludeRare
Orphanet:251995	MONDO:excludeRare
Orphanet:182040	MONDO:excludeRare
Orphanet:68383	MONDO:excludeRare
Orphanet:164823	MONDO:excludeRare
Orphanet:98421	MONDO:excludeRare
Orphanet:101987	MONDO:excludeRare
Orphanet:42738	MONDO:excludeRare
Orphanet:439849	MONDO:excludeRare
Orphanet:331184	MONDO:excludeRare
Orphanet:79213	MONDO:excludeRare
Orphanet:331240	MONDO:excludeRare
Orphanet:169355	MONDO:excludeRare
Orphanet:169346	MONDO:excludeRare
Orphanet:238510	MONDO:excludeRare
Orphanet:2442	MONDO:excludeRare
Orphanet:2781	MONDO:excludeRare
Orphanet:158038	MONDO:excludeRare
Orphanet:331249	MONDO:excludeRare
Orphanet:183660	MONDO:excludeRare
Orphanet:317419	MONDO:excludeRare
Orphanet:317416	MONDO:excludeRare
Orphanet:397802	MONDO:excludeRare
Orphanet:309810	MONDO:excludeRare
Orphanet:79188	MONDO:excludeRare
Orphanet:79225	MONDO:excludeRare
Orphanet:79204	MONDO:excludeRare
Orphanet:309144	MONDO:excludeRare
Orphanet:309152	MONDO:excludeRare
Orphanet:480549	MONDO:excludeRare
Orphanet:171898	MONDO:excludeRare
Orphanet:98290	MONDO:excludeRare
Orphanet:98291	MONDO:excludeRare
Orphanet:98287	MONDO:excludeRare
Orphanet:98289	MONDO:excludeRare
Orphanet:98288	MONDO:excludeRare
Orphanet:98282	MONDO:excludeRare
Orphanet:223735	MONDO:excludeRare
Orphanet:98293	MONDO:excludeRare
Orphanet:547	MONDO:excludeRare
Orphanet:513	MONDO:excludeRare
Orphanet:171918	MONDO:excludeRare
Orphanet:512034	MONDO:excludeRare
Orphanet:171901	MONDO:excludeRare
Orphanet:178551	MONDO:excludeRare
Orphanet:178548	MONDO:excludeRare
Orphanet:541	MONDO:excludeRare
Orphanet:178566	MONDO:excludeRare
Orphanet:171915	MONDO:excludeRare
Orphanet:300846	MONDO:excludeRare
Orphanet:544	MONDO:excludeRare
Orphanet:178554	MONDO:excludeRare
Orphanet:300842	MONDO:excludeRare
Orphanet:300912	MONDO:excludeRare
Orphanet:178557	MONDO:excludeRare
Orphanet:279911	MONDO:excludeRare
Orphanet:542	MONDO:excludeRare
Orphanet:178563	MONDO:excludeRare
Orphanet:171895	MONDO:excludeRare
Orphanet:98275	MONDO:excludeRare
Orphanet:98274	MONDO:excludeRare
Orphanet:168956	MONDO:excludeRare
Orphanet:52688	MONDO:excludeRare
Orphanet:86836	MONDO:excludeRare
Orphanet:519	MONDO:excludeRare
Orphanet:98277	MONDO:excludeRare
Orphanet:86851	MONDO:excludeRare
Orphanet:86846	MONDO:excludeRare
Orphanet:167714	MONDO:excludeRare
Orphanet:168943	MONDO:excludeRare
Orphanet:68364	MONDO:excludeRare
Orphanet:275745	MONDO:excludeRare
Orphanet:232288	MONDO:excludeRare
Orphanet:275749	MONDO:excludeRare
Orphanet:231386	MONDO:excludeRare
Orphanet:231230	MONDO:excludeRare
Orphanet:275752	MONDO:excludeRare
Orphanet:251355	MONDO:excludeRare
