subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	ICD10CM:C84.4	MONDO:equivalentTo	Peripheral T-cell lymphoma, not classified	semapv:UnspecifiedMatching					
MONDO:0000952	cancer of long bone of lower limb	ICD10CM:C40.2	MONDO:equivalentTo	Malignant neoplasm of long bones of lower limb	semapv:UnspecifiedMatching					
MONDO:0001638	protein-deficiency anemia	ICD10CM:D53.0	MONDO:equivalentTo	Protein deficiency anemia	semapv:UnspecifiedMatching					
MONDO:0001834	visual pathway disorder	ICD10CM:H47.9	MONDO:equivalentTo	Unspecified disorder of visual pathways	semapv:UnspecifiedMatching					
MONDO:0001885	lateral cystocele	ICD10CM:N81.12	MONDO:equivalentTo	Cystocele, lateral	semapv:UnspecifiedMatching					
MONDO:0001886	midline cystocele	ICD10CM:N81.11	MONDO:equivalentTo	Cystocele, midline	semapv:UnspecifiedMatching					
MONDO:0001941	blindness (disorder)	ICD10CM:H54	MONDO:equivalentTo	Blindness and low vision	semapv:UnspecifiedMatching					
MONDO:0002067	female breast upper-inner quadrant cancer	ICD10CM:C50.2	MONDO:equivalentTo	Malignant neoplasm of upper-inner quadrant of breast	semapv:UnspecifiedMatching					
MONDO:0002068	female breast lower-inner quadrant cancer	ICD10CM:C50.3	MONDO:equivalentTo	Malignant neoplasm of lower-inner quadrant of breast	semapv:UnspecifiedMatching					
MONDO:0002494	substance-related disorder	ICD10CM:F10-F19	MONDO:equivalentTo	Mental and behavioral disorders due to psychoactive substance use (F10-F19)	semapv:UnspecifiedMatching					
MONDO:0003664	hemolytic anemia	ICD10CM:D55-D59	MONDO:equivalentTo	Hemolytic anemias (D55-D59)	semapv:UnspecifiedMatching					
MONDO:0003754	Brown-Sequard syndrome	ICD10CM:G83.81	MONDO:equivalentTo	Brown-SÃ©quard syndrome	semapv:UnspecifiedMatching					
MONDO:0004607	vallecula cancer	ICD10CM:C10.0	MONDO:equivalentTo	Malignant neoplasm of vallecula	semapv:UnspecifiedMatching					
MONDO:0004637	aryepiglottic fold cancer	ICD10CM:C13.1	MONDO:equivalentTo	Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect	semapv:UnspecifiedMatching					
MONDO:0004841	kidney hypertrophy	ICD10CM:N28.81	MONDO:equivalentTo	Hypertrophy of kidney	semapv:UnspecifiedMatching					
MONDO:0005085	pterygium	ICD10CM:H11.0	MONDO:equivalentTo	Pterygium of eye	semapv:UnspecifiedMatching					
MONDO:0005136	malaria	ICD10CM:B53	MONDO:equivalentTo	Other specified malaria	semapv:UnspecifiedMatching					
MONDO:0005165	benign neoplasm	ICD10CM:D10-D36	MONDO:equivalentTo	Benign neoplasms, except benign neuroendocrine tumors (D10-D36)	semapv:UnspecifiedMatching					
MONDO:0005178	osteoarthritis	ICD10CM:M19	MONDO:equivalentTo	Other and unspecified osteoarthritis	semapv:UnspecifiedMatching					
MONDO:0005251	obsolete pauciarticular juvenile rheumatoid arthritis	ICD10CM:M08.4	MONDO:equivalentTo	Pauciarticular juvenile rheumatoid arthritis	semapv:UnspecifiedMatching					
MONDO:0006731	drug-induced akathisia	ICD10CM:G25.71	MONDO:equivalentTo	Drug induced akathisia	semapv:UnspecifiedMatching					
MONDO:0006977	spermatocele	ICD10CM:N43.4	MONDO:equivalentTo	Spermatocele of epididymis	semapv:UnspecifiedMatching					
MONDO:0007656	Gerstmann-Straussler-Scheinker syndrome	ICD10CM:A81.82	MONDO:equivalentTo	Gerstmann-StrÃ¤ussler-Scheinker syndrome	semapv:UnspecifiedMatching					
MONDO:0008722	short chain acyl-CoA dehydrogenase deficiency	ICD10CM:E71.312	MONDO:equivalentTo	Short chain acyl CoA dehydrogenase deficiency	semapv:UnspecifiedMatching					
MONDO:0009010	aortic arch interruption	ICD10CM:Q25.21	MONDO:equivalentTo	Interruption of aortic arch	semapv:UnspecifiedMatching					
MONDO:0015454	multiple carboxylase deficiency	ICD10CM:D81.819	MONDO:equivalentTo	Biotin-dependent carboxylase deficiency, unspecified	semapv:UnspecifiedMatching					
MONDO:0017495	obsolete congenital absence of upper arm and forearm with hand present, bilateral	ICD10CM:Q71.13	MONDO:equivalentTo	Congenital absence of upper arm and forearm with hand present, bilateral	semapv:UnspecifiedMatching					
MONDO:0018623	postpartum psychosis	ICD10CM:F53	MONDO:equivalentTo	Mental and behavioral disorders associated with the puerperium, not elsewhere classified	semapv:UnspecifiedMatching					
MONDO:0019228	inborn disorder of histidine metabolism	ICD10CM:E70.40	MONDO:equivalentTo	Disorders of histidine metabolism, unspecified	semapv:UnspecifiedMatching					
MONDO:0020546	acute graft versus host disease	ICD10CM:D89.810	MONDO:equivalentTo	Acute graft-versus-host disease	semapv:UnspecifiedMatching					
MONDO:0020547	chronic graft versus host disease	ICD10CM:D89.811	MONDO:equivalentTo	Chronic graft-versus-host disease	semapv:UnspecifiedMatching					
MONDO:0021187	hyperlipidemia	ICD10CM:E78.5	MONDO:equivalentTo	Hyperlipidemia, unspecified	semapv:UnspecifiedMatching					
MONDO:0024297	obsolete nutritional or metabolic disease	ICD10CM:E00-E90	MONDO:equivalentTo		semapv:UnspecifiedMatching					
MONDO:0024312	cancer of short bone of upper limb	ICD10CM:C40.1	MONDO:equivalentTo	Malignant neoplasm of short bones of upper limb	semapv:UnspecifiedMatching					
