subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000049	obsolete invasive pneumococcal disease, recurrent isolated	OMIMPS:610799	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0000169	obsolete microphthalmia, isolated, with cataract	OMIMPS:156850	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0000218	obsolete preimplantation embryonic lethality	OMIMPS:616814	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0000911	obsolete dilated cardiomyopathy 1T	OMIM:613740	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007061	obsolete acylase, cobalt-activated	OMIM:102590	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007066	adenosine triphosphatase deficiency, anemia due to	OMIM:102800	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007139	obsolete Antipyrine metabolism	OMIM:107290	MONDO:equivalentTo	antipyrine metabolism	semapv:UnspecifiedMatching		0.5			
MONDO:0007331	obsolete cleft chin	OMIM:119000	MONDO:equivalentTo	cleft chin	semapv:UnspecifiedMatching		0.5			
MONDO:0007347	obsolete Coxsackievirus B3 susceptibility	OMIM:120050	MONDO:equivalentTo	coxsackievirus b3 susceptibility	semapv:UnspecifiedMatching		0.5			
MONDO:0007348	obsolete colchicine resistance	OMIM:120080	MONDO:equivalentTo	colchicine resistance	semapv:UnspecifiedMatching		0.5			
MONDO:0007386	obsolete human coronavirus sensitivity	OMIM:122460	MONDO:equivalentTo	human coronavirus sensitivity	semapv:UnspecifiedMatching		0.5			
MONDO:0007506	obsoleted echo virus 11 sensitivity	OMIM:129150	MONDO:equivalentTo	echo virus 11 sensitivity	semapv:UnspecifiedMatching		0.5			
MONDO:0007602	obsolete favism, susceptibility to	OMIM:134700	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007632	obsolete fragile site, Distamycin a type, rare, fra(16)(q22.1)	OMIM:136580	MONDO:equivalentTo	fragile site, distamycin a type, rare, fra(16)(q22.1)	semapv:UnspecifiedMatching		0.5			
MONDO:0007659	obsolete giant platelet syndrome with thrombocytopenia	OMIM:137560	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007779	obsolete autosomal dominant Opitz G/BBB syndrome	OMIM:145410	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0007801	obsolete hypoplasia of teeth roots	OMIM:146400	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008074	obsolete nerve growth factor, alpha subunit	OMIM:162020	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008091	obsolete abnormal neutrophil chemotactic response	OMIM:162820	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008126	obsolete oncogene Yuasa	OMIM:164891	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008204	obsolete patella aplasia, coxa vara, and tarsal synostosis	OMIM:168850	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008415	obsolete Scholte syndrome	OMIM:181515	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0008548	obsolete theophylline Biotransformation	OMIM:187650	MONDO:equivalentTo	theophylline biotransformation	semapv:UnspecifiedMatching		0.5			
MONDO:0008625	obsolete urate-binding globulin, decrease 1N	OMIM:191530	MONDO:equivalentTo	urate-binding globulin, decrease 1n	semapv:UnspecifiedMatching		0.5			
MONDO:0008868	biliary malformation with renal tubular insufficiency	OMIM:210550	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0009455	obsolete immunodeficiency, partial combined, with absence of HLA Determinants and beta-2-microglobulin from lymphocytes	OMIM:242870	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0009535	obsolete lymphedema, congenital recessive	OMIM:247440	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0009553	obsolete Plasmodium falciparum blood infection level	OMIM:248310	MONDO:equivalentTo	plasmodium falciparum blood infection level	semapv:UnspecifiedMatching		0.5			
MONDO:0009654	obsolete mucopolysaccharidoses, unclassified types	OMIM:252700	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0009941	obsolete Pygmy	OMIM:265850	MONDO:equivalentTo	pygmy	semapv:UnspecifiedMatching		0.5			
MONDO:0010045	obsolete paraplegia-brachydactyly-cone-shaped epiphysis syndrome	OMIM:270710	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010291	obsolete androgen insensitivity syndrome due to coactivator deficiency	OMIM:300274	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010346	obsolete MRX52	OMIM:300504	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010357	obsolete MRX78	OMIM:300551	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010387	obsolete invasive pneumococcal disease, recurrent isolated, 2	OMIM:300640	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010394	obsolete leukoencephalopathy-metaphyseal chondrodysplasia syndrome	OMIM:300660	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010470	obsolete Baratela-Scott syndrome	OMIM:300881	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010527	obsolete microphthalmia-ankyloblepharon-intellectual disability syndrome	OMIM:301590	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010601	obsolete gynecomastia, familial	OMIM:306500	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010666	obsolete Miles-Carpenter syndrome	OMIM:309605	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010760	XH antigen	OMIM:314800	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010804	obsolete BRCATA	OMIM:600048	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010859	obsolete atrioventricular septal defect 3	OMIM:600309	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0010996	hereditary hemorrhagic telangiectasia type 3	OMIM:601101	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0011111	obsolete horns in sheep	OMIM:601563	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0011378	obsolete CFM1	OMIM:603855	MONDO:equivalentTo	cystic fibrosis, modifier of, 1	semapv:UnspecifiedMatching		0.5			
MONDO:0011543	obsolete BRCA3	OMIM:605365	MONDO:equivalentTo		semapv:UnspecifiedMatching		0.5			
MONDO:0011554	obsolete deafness, nonsyndromic, modifier 1	OMIM:605429	MONDO:equivalentTo	deafness, autosomal recessive 26, modifier of	semapv:UnspecifiedMatching		0.5			
