subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1	OMIM:616033	MONDO:equivalentTo	microcephaly, short stature, and impaired glucose metabolism 1	semapv:UnspecifiedMatching					
MONDO:0007044	acrodysostosis 1 with or without hormone resistance	OMIM:101800	MONDO:equivalentTo	acrodysostosis 1 with or without hormone resistance	semapv:UnspecifiedMatching					
MONDO:0007066	adenosine triphosphatase deficiency, anemia due to	OMIM:102800	MONDO:equivalentTo	adenosine triphosphatase deficiency, anemia due to	semapv:UnspecifiedMatching					
MONDO:0007087	alternating hemiplegia of childhood 1	OMIM:104290	MONDO:equivalentTo	alternating hemiplegia of childhood 1	semapv:UnspecifiedMatching					
MONDO:0007121	aniridia, microcornea, and spontaneously Reabsorbed cataract	OMIM:106230	MONDO:equivalentTo	aniridia, microcornea, and spontaneously reabsorbed cataract	semapv:UnspecifiedMatching					
MONDO:0007170	atresia of external auditory canal and conductive deafness	OMIM:108760	MONDO:equivalentTo	atresia of external auditory canal and conductive deafness	semapv:UnspecifiedMatching					
MONDO:0007175	PR interval, variation 1N	OMIM:108980	MONDO:equivalentTo	pr interval, variation 1n	semapv:UnspecifiedMatching					
MONDO:0007183	azotemia, familial	OMIM:109160	MONDO:equivalentTo	azotemia, familial	semapv:UnspecifiedMatching					
MONDO:0007241	bundle branch block, familial isolated complete right	OMIM:113950	MONDO:equivalentTo	bundle branch block, familial isolated complete right	semapv:UnspecifiedMatching					
MONDO:0007258	canine teeth, absence of upper permanent	OMIM:114600	MONDO:equivalentTo	canine teeth, absence of upper permanent	semapv:UnspecifiedMatching					
MONDO:0007327	chylomicronemia, familial, due to circulating inhibitor of lipoprotein lipase	OMIM:118830	MONDO:equivalentTo	chylomicronemia, familial, due to circulating inhibitor of lipoprotein lipase	semapv:UnspecifiedMatching					
MONDO:0007344	cluster headache, familial	OMIM:119915	MONDO:equivalentTo	cluster headache, familial	semapv:UnspecifiedMatching					
MONDO:0007358	comedones, familial Dyskeratotic	OMIM:120450	MONDO:equivalentTo	comedones, familial dyskeratotic	semapv:UnspecifiedMatching					
MONDO:0007371	cornea guttata with anterior polar cataracts	OMIM:121390	MONDO:equivalentTo	cornea guttata with anterior polar cataracts	semapv:UnspecifiedMatching					
