subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000147	polyposis	NCIT:C4089	MONDO:equivalentTo	Polyposis	semapv:UnspecifiedMatching					
MONDO:0000159	bone marrow failure syndrome	NCIT:C165614	MONDO:equivalentTo	Bone Marrow Failure Syndrome	semapv:UnspecifiedMatching					
MONDO:0000377	malignant Leydig cell tumor	NCIT:C4213	MONDO:equivalentTo	Malignant Leydig Cell Tumor	semapv:UnspecifiedMatching					
MONDO:0000378	malignant Sertoli cell tumor	NCIT:C67006	MONDO:equivalentTo	Malignant Sertoli Cell Tumor	semapv:UnspecifiedMatching					
MONDO:0000380	paranasal sinus carcinoma	NCIT:C6014	MONDO:equivalentTo	Paranasal Sinus Carcinoma	semapv:UnspecifiedMatching					
MONDO:0000383	benign reproductive system neoplasm	NCIT:C7617	MONDO:equivalentTo	Benign Reproductive System Neoplasm	semapv:UnspecifiedMatching					
MONDO:0000385	benign digestive system neoplasm	NCIT:C4787	MONDO:equivalentTo	Benign Digestive System Neoplasm	semapv:UnspecifiedMatching					
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	NCIT:C3468	MONDO:equivalentTo	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	semapv:UnspecifiedMatching					
MONDO:0000453	short QT syndrome	NCIT:C71060	MONDO:equivalentTo	Short QT Syndrome	semapv:UnspecifiedMatching					
MONDO:0000457	classical glioblastoma	NCIT:C111694	MONDO:equivalentTo	Classical Glioblastoma	semapv:UnspecifiedMatching					
MONDO:0000458	proneural glioblastoma	NCIT:C111692	MONDO:equivalentTo	Proneural Glioblastoma	semapv:UnspecifiedMatching					
MONDO:0000459	mesenchymal glioblastoma	NCIT:C111695	MONDO:equivalentTo	Mesenchymal Glioblastoma	semapv:UnspecifiedMatching					
MONDO:0000460	neural glioblastoma	NCIT:C111693	MONDO:equivalentTo	Neural Glioblastoma	semapv:UnspecifiedMatching					
MONDO:0000471	tricuspid valve disorder	NCIT:C78649	MONDO:equivalentTo	Tricuspid Valve Disorder	semapv:UnspecifiedMatching					
MONDO:0000473	arterial disorder	NCIT:C35317	MONDO:equivalentTo	Arterial Disorder	semapv:UnspecifiedMatching					
MONDO:0000503	lung adenocarcinoma in situ	NCIT:C136486	MONDO:equivalentTo	Lung Adenocarcinoma In Situ	semapv:UnspecifiedMatching					
MONDO:0000525	cecum villous adenoma	NCIT:C5520	MONDO:equivalentTo	Cecum Villous Adenoma	semapv:UnspecifiedMatching					
MONDO:0000536	pharyngeal squamous cell carcinoma	NCIT:C102872	MONDO:equivalentTo	Pharyngeal Squamous Cell Carcinoma	semapv:UnspecifiedMatching					
