subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000023	infantile liver failure	GARD:17820	MONDO:equivalentTo	Fever-associated acute infantile liver failure syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:464724
MONDO:0000044	hereditary hypophosphatemic rickets	GARD:6735	MONDO:equivalentTo	Hypophosphatemic rickets	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:437
MONDO:0000050	isolated congenital growth hormone deficiency	GARD:12556	MONDO:equivalentTo	Non-acquired isolated growth hormone deficiency	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:631
MONDO:0000088	precocious puberty	GARD:7446	MONDO:equivalentTo	Rare precocious puberty	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:95708
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	GARD:2945	MONDO:equivalentTo	ICF syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2268
MONDO:0000170	microphthalmia, isolated, with coloboma	GARD:3644	MONDO:equivalentTo	Colobomatous microphthalmia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:98938
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	GARD:2599	MONDO:equivalentTo	Walker-Warburg syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:899
MONDO:0000193	cortisone reductase deficiency	GARD:9882	MONDO:equivalentTo	Hyperandrogenism due to cortisone reductase deficiency	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:168588
MONDO:0000211	striatal degeneration, autosomal dominant	GARD:17146	MONDO:equivalentTo	Autosomal dominant striatal neurodegeneration	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:228169
MONDO:0000212	hypercalcemia, infantile	GARD:17374	MONDO:equivalentTo	Autosomal recessive infantile hypercalcemia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:300547
MONDO:0000330	endemic typhus	GARD:19033	MONDO:equivalentTo	Murine typhus	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:83315
MONDO:0000355	Ullrich congenital muscular dystrophy	GARD:4769	MONDO:equivalentTo	Congenital muscular dystrophy, Ullrich type	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:75840
MONDO:0000437	cerebellar ataxia	GARD:19816	MONDO:equivalentTo	Rare ataxia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:102002
MONDO:0000447	autosomal dominant polycystic liver disease	GARD:9457	MONDO:equivalentTo	Isolated polycystic liver disease	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2924
MONDO:0000453	short QT syndrome	GARD:16650	MONDO:equivalentTo	Familial short QT syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:51083
MONDO:0000455	cone dystrophy	GARD:11897	MONDO:equivalentTo	Progressive cone dystrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1871
MONDO:0000456	cerebral creatine deficiency syndrome	GARD:18952	MONDO:equivalentTo	Creatine deficiency syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:79172
MONDO:0000476	generalized dystonia	GARD:21618	MONDO:equivalentTo	Generalized isolated dystonia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:376724
MONDO:0000645	fallopian tube benign neoplasm	GARD:20203	MONDO:equivalentTo	Benign tumor of fallopian tubes	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:180237
MONDO:0000688	inborn organic aciduria	GARD:9433	MONDO:equivalentTo	Organic aciduria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:289899
MONDO:0000827	salmonellosis	GARD:18704	MONDO:equivalentTo	Rare form of salmonellosis	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:795
MONDO:0000845	fibrous dysplasia	GARD:6444	MONDO:equivalentTo	Fibrous dysplasia of bone	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:249
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	GARD:3885	MONDO:equivalentTo	Mitochondrial myopathy and sideroblastic anemia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2598
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	GARD:1537	MONDO:equivalentTo	Corpus callosum agenesis-neuronopathy syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1496
MONDO:0000909	Bartter disease type 4B	GARD:15612	MONDO:equivalentTo	Bartter syndrome, type 4b, neonatal, with sensorineural deafness	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:613090
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	GARD:22585	MONDO:equivalentTo	Deafness, autosomal recessive 5	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600792
MONDO:0000913	hereditary spherocytosis type 2	GARD:16149	MONDO:equivalentTo	Spherocytosis, type 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:616649
