subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000022	nocturnal enuresis	ICD10CM:N39.44	MONDO:equivalentTo	Nocturnal enuresis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nocturnal enuresis
MONDO:0005810	infectious mononucleosis	ICD10CM:B27	MONDO:equivalentTo	Infectious mononucleosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	infectious mononucleosis
MONDO:0008797	anodontia	ICD10CM:K00.0	MONDO:equivalentTo	Anodontia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anodontia
MONDO:0015496	macroglossia	ICD10CM:Q38.2	MONDO:equivalentTo	Macroglossia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	macroglossia
MONDO:0019280	hypertrichosis	ICD10CM:L68	MONDO:equivalentTo	Hypertrichosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypertrichosis
MONDO:0019804	congenital tracheomalacia	ICD10CM:Q32.0	MONDO:equivalentTo	Congenital tracheomalacia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	congenital tracheomalacia
MONDO:0020366	congenital glaucoma	ICD10CM:Q15.0	MONDO:equivalentTo	Congenital glaucoma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	congenital glaucoma
MONDO:0044903	myelofibrosis	ICD10CM:D75.81	MONDO:equivalentTo	Myelofibrosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	myelofibrosis
MONDO:0859565	atrioventricular septal defect	ICD10CM:Q21.2	MONDO:equivalentTo	Atrioventricular septal defect	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	atrioventricular septal defect
MONDO:1010100	myxedema coma	ICD10CM:E03.5	MONDO:equivalentTo	Myxedema coma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	myxedema coma
MONDO:1030007	hypertensive urgency	ICD10CM:I16.0	MONDO:equivalentTo	Hypertensive urgency	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypertensive urgency
