subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000087	polymicrogyria	GARD:18818	MONDO:equivalentTo	Polymicrogyria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:35981
MONDO:0000107	auriculocondylar syndrome	GARD:9798	MONDO:equivalentTo	Auriculocondylar syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:137888
MONDO:0000110	bifid nose	GARD:884	MONDO:equivalentTo	Bifid nose	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2695
MONDO:0000127	geleophysic dysplasia	GARD:2449	MONDO:equivalentTo	Geleophysic dysplasia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2623
MONDO:0000128	giant axonal neuropathy	GARD:6500	MONDO:equivalentTo	Giant axonal neuropathy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	giant axonal neuropathy
MONDO:0000136	keratosis follicularis spinulosa decalvans	GARD:6829	MONDO:equivalentTo	Keratosis follicularis spinulosa decalvans	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2340
MONDO:0000141	mosaic variegated aneuploidy syndrome	GARD:3007	MONDO:equivalentTo	Mosaic variegated aneuploidy syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1052
MONDO:0000153	transposition of the great arteries	GARD:7795	MONDO:equivalentTo	Transposition of the great arteries	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:216675
MONDO:0000179	Neu-Laxova syndrome	GARD:102	MONDO:equivalentTo	Neu-Laxova syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2671
MONDO:0000200	Zimmermann-Laband syndrome	GARD:385	MONDO:equivalentTo	Zimmermann-Laband syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3473
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1	GARD:18459	MONDO:equivalentTo	Microcephaly, short stature, and impaired glucose metabolism 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:616033
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	GARD:17882	MONDO:equivalentTo	Prenatal-onset spinal muscular atrophy with congenital bone fractures	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:486811
MONDO:0000463	Ochoa syndrome	GARD:104	MONDO:equivalentTo	Ochoa syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2704
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	GARD:10899	MONDO:equivalentTo	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:52430
MONDO:0000565	infective endocarditis	GARD:6337	MONDO:equivalentTo	Infective endocarditis	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:570762
MONDO:0000736	dyschromatosis universalis hereditaria	GARD:1996	MONDO:equivalentTo	Dyschromatosis universalis hereditaria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:241
MONDO:0000754	anal fistula	GARD:20568	MONDO:equivalentTo	Anal fistula	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:228113
MONDO:0000903	myoclonus-dystonia syndrome	GARD:7139	MONDO:equivalentTo	Myoclonus-dystonia syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:36899
MONDO:0000910	retinitis pigmentosa 6	GARD:10377	MONDO:equivalentTo	Retinitis pigmentosa 6	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:312612
MONDO:0001032	Mooren ulcer	GARD:22132	MONDO:equivalentTo	Mooren ulcer	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:519408
MONDO:0001044	esophageal atresia	GARD:6381	MONDO:equivalentTo	Esophageal atresia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	esophageal atresia
MONDO:0001586	mucopolysaccharidosis type 1	GARD:10335	MONDO:equivalentTo	Mucopolysaccharidosis type 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:579
MONDO:0001971	farmer's lung disease	GARD:6427	MONDO:equivalentTo	Farmer's lung disease	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:99906
MONDO:0002016	benign familial neonatal epilepsy	GARD:1519	MONDO:equivalentTo	Benign familial neonatal epilepsy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign familial neonatal epilepsy
MONDO:0002142	undifferentiated pleomorphic sarcoma	GARD:6963	MONDO:equivalentTo	Undifferentiated pleomorphic sarcoma	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2023
MONDO:0002303	central retinal vein occlusion	GARD:21734	MONDO:equivalentTo	Central retinal vein occlusion	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:411527
MONDO:0002422	adamantinoma	GARD:16660	MONDO:equivalentTo	Adamantinoma	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:55881
MONDO:0002429	idiopathic interstitial pneumonia	GARD:13337	MONDO:equivalentTo	Idiopathic interstitial pneumonia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:98300
MONDO:0002441	Jervell and Lange-Nielsen syndrome	GARD:3048	MONDO:equivalentTo	Jervell and Lange-Nielsen syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:90647
MONDO:0002457	Treacher-Collins syndrome	GARD:9124	MONDO:equivalentTo	Treacher-Collins syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:861
MONDO:0002474	primary hyperoxaluria	GARD:16530	MONDO:equivalentTo	Primary hyperoxaluria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:416
MONDO:0002522	tenosynovial giant cell tumor	GARD:7396	MONDO:equivalentTo	Tenosynovial giant cell tumor	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tenosynovial giant cell tumor
MONDO:0002571	primary central nervous system lymphoma	GARD:9318	MONDO:equivalentTo	Primary central nervous system lymphoma	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:46135
MONDO:0002588	thymoma type A	GARD:20892	MONDO:equivalentTo	Thymoma type A	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:263310
MONDO:0002687	superior mesenteric artery syndrome	GARD:7712	MONDO:equivalentTo	Superior mesenteric artery syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:622099
MONDO:0002728	rhabdoid tumor	GARD:7572	MONDO:equivalentTo	Rhabdoid tumor	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:69077
MONDO:0003266	ependymal tumor	GARD:16527	MONDO:equivalentTo	Ependymal tumor	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:301
