subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0000022	nocturnal enuresis	ICD10CM:N39.44	MONDO:equivalentTo	Nocturnal enuresis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nocturnal enuresis
MONDO:0000190	ventricular fibrillation	ICD10CM:I49.01	MONDO:equivalentTo	Ventricular fibrillation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ventricular fibrillation
MONDO:0000397	ataxic cerebral palsy	ICD10CM:G80.4	MONDO:equivalentTo	Ataxic cerebral palsy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ataxic cerebral palsy
MONDO:0000409	chorioamnionitis	ICD10CM:O41.12	MONDO:equivalentTo	Chorioamnionitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chorioamnionitis
MONDO:0000495	oppositional defiant disorder	ICD10CM:F91.3	MONDO:equivalentTo	Oppositional defiant disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	oppositional defiant disorder
MONDO:0000693	bipolar II disorder	ICD10CM:F31.81	MONDO:equivalentTo	Bipolar II disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bipolar ii disorder
MONDO:0000702	microscopic colitis	ICD10CM:K52.83	MONDO:equivalentTo	Microscopic colitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	microscopic colitis
MONDO:0000819	anencephaly	ICD10CM:Q00.0	MONDO:equivalentTo	Anencephaly	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anencephaly
MONDO:0000859	spina bifida occulta	ICD10CM:Q76.0	MONDO:equivalentTo	Spina bifida occulta	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spina bifida occulta
