subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000275	obsolete monogenic disease	MONDO:0003847	DOID:0050177	DOID:630	hereditary disease
MONDO:0000348	obsolete posterior polar cataract	MONDO:0005129	DOID:0050537	DOID:83	cataract
MONDO:0000358	orofacial cleft	MONDO:0000839	DOID:0050567	DOID:0080015	obsolete congenital abnormality
MONDO:0000365	primary congenital glaucoma	MONDO:0000275	DOID:0050593	DOID:0050177	obsolete monogenic disease
MONDO:0000365	primary congenital glaucoma	MONDO:0000839	DOID:0050593	DOID:0080015	obsolete congenital abnormality
MONDO:0000411	obsolete electroclinical syndrome	MONDO:0005027	DOID:0050701	DOID:1826	epilepsy
MONDO:0000412	obsolete neonatal period electroclinical syndrome	MONDO:0000411	DOID:0050702	DOID:0050701	obsolete electroclinical syndrome
MONDO:0000413	obsolete infancy electroclinical syndrome	MONDO:0000411	DOID:0050703	DOID:0050701	obsolete electroclinical syndrome
MONDO:0000414	obsolete childhood electroclinical syndrome	MONDO:0850093	DOID:0050704	DOID:0070309	obsolete absence epilepsy
MONDO:0000415	adolescence-adult electroclinical syndrome	MONDO:0850093	DOID:0050705	DOID:0070309	obsolete absence epilepsy
MONDO:0000425	X-linked disease	MONDO:0000275	DOID:0050735	DOID:0050177	obsolete monogenic disease
MONDO:0000428	Y-linked disease	MONDO:0000275	DOID:0050738	DOID:0050177	obsolete monogenic disease
MONDO:0000429	autosomal genetic disease	MONDO:0000275	DOID:0050739	DOID:0050177	obsolete monogenic disease
MONDO:0000474	pericardium disorder	MONDO:0000651	DOID:0050829	DOID:0060118	obsolete thoracic disorder
MONDO:0000587	autoimmune disease of ear, nose and throat	MONDO:0005128	DOID:0060030	DOID:0050155	obsolete sensory system disease
MONDO:0000601	obsolete autoimmune disorder of urogenital tract	MONDO:0007179	DOID:0060049	DOID:417	autoimmune disease
MONDO:0000606	obsolete gluten allergy	MONDO:0700226	DOID:0060057	DOID:3044	food allergy
MONDO:0000633	sensory organ benign neoplasm	MONDO:0005128	DOID:0060096	DOID:0050155	obsolete sensory system disease
MONDO:0000634	thoracic benign neoplasm	MONDO:0000651	DOID:0060097	DOID:0060118	obsolete thoracic disorder
MONDO:0000639	cartilage cancer	MONDO:0002176	DOID:0060102	DOID:201	obsolete connective tissue cancer
MONDO:0000639	cartilage cancer	MONDO:0005569	DOID:0060102	DOID:1222	obsolete cartilage disease
MONDO:0000649	sensory system cancer	MONDO:0005128	DOID:0060116	DOID:0050155	obsolete sensory system disease
MONDO:0000651	obsolete thoracic disorder	MONDO:0021199	DOID:0060118	DOID:7	obsolete disease by anatomical system
MONDO:0000742	obsolete persistent generalized lymphadenopathy	MONDO:0004928	DOID:0060314	DOID:9942	lymph node disorder
MONDO:0000746	obsolete inguinal hernia	MONDO:0005020	DOID:0060320	DOID:5295	intestinal disorder
MONDO:0000747	obsolete umbilical hernia	MONDO:0005020	DOID:0060321	DOID:5295	intestinal disorder
