subject_id	subject_label
icd11.foundation:1934229291	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine induced Parkinsonism
icd11.foundation:442413368	10p duplication
icd11.foundation:854527338	10p11.21p12.31 deletion
icd11.foundation:1577009493	10p14pter deletion
icd11.foundation:754719298	10q11.2 deletion
icd11.foundation:1979962677	10q21q24 duplication
icd11.foundation:302802893	10q22.3q23.3 deletion
icd11.foundation:1602478947	10q22.3q23.3 duplication
icd11.foundation:1327297771	10q24qter duplication
icd11.foundation:565144995	10q25qter deletion
icd11.foundation:1573398509	11p15 deletion
icd11.foundation:315399689	11p15 duplication
icd11.foundation:406987754	11p15.4 duplication
icd11.foundation:1112507144	11q23q25 duplication
icd11.foundation:105981078	12p duplication
icd11.foundation:788558376	12q15 deletion
icd11.foundation:2091828526	12q24.31q24.32 deletion
icd11.foundation:575866315	12qter deletion
icd11.foundation:459627137	13q14 deletion
icd11.foundation:1059598912	13q32 deletion
icd11.foundation:509345348	13q34 deletion
icd11.foundation:1854856553	14q11.2 deletion
icd11.foundation:1575870188	14q11.2 duplication
icd11.foundation:1675471500	14q12 deletion
icd11.foundation:917510768	14q22q23 deletion
icd11.foundation:104272800	14q32 deletion
icd11.foundation:1354672399	14q32.2qter duplication
icd11.foundation:1920979014	15q11 duplication or inversion
icd11.foundation:667094294	15q11.2 deletion
icd11.foundation:2039036197	15q11q13 duplication
icd11.foundation:1824908852	15q13.3 deletion
icd11.foundation:1577702553	15q14 deletion
icd11.foundation:1382727392	15q24 deletion
icd11.foundation:1942519908	15q25qter duplication
icd11.foundation:1004760461	15q26.3 deletion
icd11.foundation:1398449020	16p11.2 deletion
icd11.foundation:1078819426	16p11.2 duplication
icd11.foundation:1240878437	16p11.2p12.2 deletion
icd11.foundation:1887710902	16p13.11 deletion
icd11.foundation:1377848898	16p13.11 duplication
icd11.foundation:1963659381	16p13.3 deletion
icd11.foundation:875703691	16q24.3 deletion
icd11.foundation:97221622	16q24qter duplication
icd11.foundation:2140929307	17p duplication
icd11.foundation:2077617819	17p12-p11.2 deletion
icd11.foundation:288421473	17p13.3 duplication
icd11.foundation:919770752	17q11 deletion
icd11.foundation:1102310242	17q11.2 duplication
icd11.foundation:1286168240	17q12 deletion
icd11.foundation:1106913619	17q12 duplication
icd11.foundation:1225666773	17q21.31 deletion
icd11.foundation:1085605842	17q21.31 duplication
icd11.foundation:1921075403	17q23.1q23.2 deletion
icd11.foundation:1882328610	17q23.1q23.2 duplication
icd11.foundation:1925745400	17q24qter duplication
icd11.foundation:362808329	18p duplication
icd11.foundation:1400198723	18q deletion
icd11.foundation:1289788547	18q21qter duplication
icd11.foundation:1258292853	19p13.12 deletion
icd11.foundation:2033019033	19p13.3 deletion
icd11.foundation:1578219142	19q13 duplication
icd11.foundation:1795118895	19q13.11 deletion
icd11.foundation:1367610860	1p21.3 deletion
icd11.foundation:1248053946	1p36 deletion
icd11.foundation:1447779481	1p36 duplication
icd11.foundation:1854309838	1q21.1 deletion
icd11.foundation:1655130034	1q21.1 duplication
icd11.foundation:740947783	1q41q42 deletion
icd11.foundation:2124150657	1q42qter deletion
icd11.foundation:831216578	1q44 deletion
icd11.foundation:528128148	1st Branchial cleft cyst
icd11.foundation:1366863996	2-aminoadipic aciduria
icd11.foundation:896211058	2-hydroxyglutaric aciduria
icd11.foundation:1489209209	2-ketoadipic aciduria
icd11.foundation:1141171278	2-methylbutyric aciduria
icd11.foundation:1396883815	20p duplication
icd11.foundation:752423645	20p12.2 deletion
icd11.foundation:2144485162	20p12.3 deletion
icd11.foundation:846939555	20q11.2q12 deletion
icd11.foundation:1107706171	20q13 deletion
icd11.foundation:1574586826	20q13q33 deletion
icd11.foundation:1614389503	20q13qter duplication
icd11.foundation:47014571	21q deletion
icd11.foundation:1330984666	21q22.11q22.12 deletion
icd11.foundation:1562040181	21q22.13q22.2 deletion
icd11.foundation:1992622390	22q11.2 duplication
icd11.foundation:2061812554	22q11.2 duplication syndrome
icd11.foundation:1057988574	22q11.21 deletion
icd11.foundation:1667492731	22q13 deletion
icd11.foundation:15495464	2nd Branchial cleft cyst
icd11.foundation:1407509131	2p15p16.1 deletion
icd11.foundation:1956669459	2p21 deletion
icd11.foundation:1697660161	2p23pter duplication
icd11.foundation:1996742575	2q22 deletion
icd11.foundation:1034590654	2q23.1 deletion
icd11.foundation:825166464	2q24 deletion
icd11.foundation:491362822	2q31.1 deletion
icd11.foundation:1929889673	2q31.1 duplication
icd11.foundation:2015922071	2q32q33 deletion
icd11.foundation:40761499	2q33.1 deletion
icd11.foundation:1751337700	2q35q37 duplication
icd11.foundation:1167208445	2q37 deletion
icd11.foundation:608791742	3-hydroxy 3-methylglutaryl-CoA lyase deficiency
icd11.foundation:1653126905	3-hydroxyacyl-CoA dehydrogenase deficiencies
icd11.foundation:769681951	3-methylcrotonylglycinuria
icd11.foundation:391283591	3-phosphoserine phosphatase deficiency
icd11.foundation:1926529492	3M syndrome
icd11.foundation:2052106316	3p25.3p26 deletion
icd11.foundation:824431208	3p25p26 duplication
icd11.foundation:1045303250	3q13 deletion
icd11.foundation:249272729	3q23 deletion
icd11.foundation:1617588865	3q29 deletion
icd11.foundation:1767246611	3q29 duplication
icd11.foundation:447434750	3rd Branchial cleft cyst
icd11.foundation:2031643850	4-hydroxybutyric aciduria
icd11.foundation:451241641	45, X, 46, XY gonadal dysgenesis
icd11.foundation:1395652673	46, XX disorders of sex development
icd11.foundation:1078102486	46, XY disorders of sex development
icd11.foundation:61075322	46,XX androgen-induced disorder of sex development due to maternal Krukenberg tumour
icd11.foundation:844518165	46,XX androgen-induced disorder of sex development due to maternal adrenal hyperplasia
icd11.foundation:1528204536	46,XX androgen-induced disorder of sex development due to maternal adrenal tumour
icd11.foundation:1005413394	46,XX androgen-induced disorder of sex development due to maternal androluteoma
icd11.foundation:1463242372	46,XX androgen-induced disorder of sex development due to maternal arrhenoblastoma
icd11.foundation:1398926410	46,XX androgen-induced disorders of sex development due to a virilizing maternal ovarian or adrenal tumour
icd11.foundation:706074605	46,XX androgen-induced disorders of sex development of iatrogenic maternal origin
icd11.foundation:1089127159	46,XX disorder of sex development - anorectal anomalies
icd11.foundation:347770625	46,XX disorder of sex development due to synthetic oral progestogen or diethylstilbestrol
icd11.foundation:1055973376	46,XX disorder of sex development due to testosterone or related steroids
icd11.foundation:1842263206	46,XX disorders of sex development induced by androgens of fetal origin
icd11.foundation:749282256	46,XY disorder of sex development due to a defect in testosterone metabolism
icd11.foundation:1688293388	46,XY disorder of sex development due to androgen resistance
icd11.foundation:1039516049	46,XY disorder of sex development due to environmental chemical exposure
icd11.foundation:513865687	46,XY disorder of sex development due to isolated 17, 20 lyase deficiency
icd11.foundation:835978221	46,XY disorder of sex development due to maternal ingestion of progestogen or estrogen
icd11.foundation:1281575850	46,XY disorders of sex development due to a defect in testicular development
icd11.foundation:1844256276	46,XY gonadal dysgenesis
icd11.foundation:542811422	46,XY gonadal dysgenesis - motor and sensory neuropathy
icd11.foundation:1151136209	4H leukodystrophy
icd11.foundation:863100700	4p duplication
icd11.foundation:104694717	4p16.3 duplication
icd11.foundation:1946764779	4q21 deletion
icd11.foundation:392258046	4q25qter duplication
icd11.foundation:1968895317	4th Branchial cleft cyst
icd11.foundation:789491409	5-1 Cholera
icd11.foundation:1676996957	5-10 Meningococcal infection
icd11.foundation:411267882	5-100 Exposure to smoke, fire and flames
icd11.foundation:1734191271	5-101 Exposure to forces of nature
icd11.foundation:840064744	5-102 Accidental poisoning by and exposure to noxious substances
icd11.foundation:552766273	5-102.1 Alcohol poisoning
icd11.foundation:1519816110	5-102.2 Drug poisoning
icd11.foundation:255624049	5-102.9 Other and unspecified poisoning
icd11.foundation:2103529807	5-103 Intentional self-harm
icd11.foundation:1669202235	5-104 Assault
icd11.foundation:1186159865	5-105 Conflict and war
icd11.foundation:1400983759	5-106 Other and unspecified external causes
icd11.foundation:1561514773	5-11 Septicaemia
icd11.foundation:394888206	5-12 Infections with a predominantly sexual mode of transmission
icd11.foundation:37804828	5-12.1 Syphilis
icd11.foundation:578098008	5-12.9 Other and unspecified infections with a predominantly sexual mode of transmission
icd11.foundation:1844282081	5-13 Acute poliomyelitis
icd11.foundation:944213054	5-14 Rabies
icd11.foundation:590265172	5-15 Dengue
icd11.foundation:968225486	5-16 Yellow fever
