subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000922	pelvic inflammatory disease	MONDO:0021145	ICD10CM:N70-N77	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0001085	interstitial nephritis	MONDO:0021145	ICD10CM:N10-N16	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0001946	obsolete hyperestrogenism	MONDO:0001889	ICD10CM:E28.0	ICD10CM:E28	ovarian dysfunction
MONDO:0002657	breast disorder	MONDO:0021145	ICD10CM:N60-N65	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0003150	male reproductive system disorder	MONDO:0021145	ICD10CM:N40-N53	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0005683	brucellosis	MONDO:0044746	ICD10CM:A23	ICD10CM:A20-A28	obsolete zoonotic bacterial infection
MONDO:0005825	leptospirosis	MONDO:0044746	ICD10CM:A27	ICD10CM:A20-A28	obsolete zoonotic bacterial infection
MONDO:0006752	Erysipelothrix rhusiopathiae infectious disease	MONDO:0044746	ICD10CM:A26	ICD10CM:A20-A28	obsolete zoonotic bacterial infection
MONDO:0017495	obsolete congenital absence of upper arm and forearm with hand present, bilateral	MONDO:0017441	ICD10CM:Q71.13	ICD10CM:Q71.1	congenital absence of upper arm and forearm with hand present
MONDO:0018077	tularemia	MONDO:0044746	ICD10CM:A21	ICD10CM:A20-A28	obsolete zoonotic bacterial infection
MONDO:0019095	plague	MONDO:0044746	ICD10CM:A20	ICD10CM:A20-A28	obsolete zoonotic bacterial infection
MONDO:0019722	glomerular disorder	MONDO:0021145	ICD10CM:N00-N08	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0024583	obsolete hernia	MONDO:0004335	ICD10CM:K40-K46	ICD10CM:K00-K95	digestive system disorder
MONDO:0024647	urolithiasis	MONDO:0021145	ICD10CM:N20-N23	ICD10CM:N00-N99	obsolete disorder of genitourinary system
MONDO:0044746	obsolete zoonotic bacterial infection	MONDO:0005550	ICD10CM:A20-A28	ICD10CM:A00-B99	infectious disease
