subject_id	subject_label	is_mapped	is_excluded	is_deprecated
DOID:0070363	bradyopsia 1	False	False	False
DOID:0070364	bradyopsia 2	False	False	False
DOID:0070365	nevoid basal cell carcinoma syndrome 1	False	False	False
DOID:0070366	nevoid basal cell carcinoma syndrome 2	False	False	False
DOID:0070367	leukoencephalopathy with vanishing white matter 5	False	False	False
DOID:0070371	leukoencephalopathy with vanishing white matter 4	False	False	False
DOID:0070372	leukoencephalopathy with vanishing white matter 3	False	False	False
DOID:0070373	leukoencephalopathy with vanishing white matter 2	False	False	False
DOID:0070374	leukoencephalopathy with vanishing white matter 1	False	False	False
DOID:0070375	developmental and epileptic encephalopathy 64	False	False	False
DOID:0070376	developmental and epileptic encephalopathy 31B	False	False	False
DOID:0070377	developmental and epileptic encephalopathy 96	False	False	False
DOID:0070378	developmental and epileptic encephalopathy 109	False	False	False
DOID:0070379	developmental and epileptic encephalopathy 6B	False	False	False
DOID:0070380	developmental and epileptic encephalopathy 85	False	False	False
DOID:0070381	developmental and epileptic encephalopathy 90	False	False	False
DOID:0070382	developmental and epileptic encephalopathy 95	False	False	False
DOID:0070383	developmental and epileptic encephalopathy 97	False	False	False
DOID:0070384	developmental and epileptic encephalopathy 98	False	False	False
DOID:0070385	developmental and epileptic encephalopathy 99	False	False	False
DOID:0070386	developmental and epileptic encephalopathy 100	False	False	False
DOID:0070387	developmental and epileptic encephalopathy 101	False	False	False
DOID:0070388	developmental and epileptic encephalopathy 102	False	False	False
DOID:0070389	developmental and epileptic encephalopathy 103	False	False	False
DOID:0070390	developmental and epileptic encephalopathy 104	False	False	False
DOID:0070391	developmental and epileptic encephalopathy 105	False	False	False
DOID:0070392	developmental and epileptic encephalopathy 106	False	False	False
DOID:0070393	developmental and epileptic encephalopathy 107	False	False	False
DOID:0070394	developmental and epileptic encephalopathy 108	False	False	False
DOID:0070395	developmental and epileptic encephalopathy 110	False	False	False
DOID:0070397	hypomyelinating leukodystrophy 23	False	False	False
DOID:0070398	hypomyelinating leukodystrophy 15	False	False	False
DOID:0070399	hypomyelinating leukodystrophy 18	False	False	False
DOID:0070400	hypomyelinating leukodystrophy 19	False	False	False
DOID:0070401	hypomyelinating leukodystrophy 25	False	False	False
DOID:0070402	hypomyelinating leukodystrophy 22	False	False	False
DOID:0070403	hypomyelinating leukodystrophy 26	False	False	False
DOID:0070404	hypomyelinating leukodystrophy 17	False	False	False
DOID:0070405	hypomyelinating leukodystrophy 16	False	False	False
DOID:0070406	hypomyelinating leukodystrophy 24	False	False	False
DOID:0070407	hypomyelinating leukodystrophy 21	False	False	False
DOID:0070408	Hengel-Maroofian-Schols syndrome	False	False	False
DOID:0070409	autosomal recessive spinocerebellar ataxia 28	False	False	False
DOID:0070410	autosomal recessive spinocerebellar ataxia 29	False	False	False
DOID:0070411	autosomal recessive spinocerebellar ataxia 30	False	False	False
DOID:0070412	autosomal recessive spinocerebellar ataxia 31	False	False	False
DOID:0070413	autosomal recessive spinocerebellar ataxia 32	False	False	False
DOID:0070414	autosomal recessive spinocerebellar ataxia 33	False	False	False
DOID:0070415	brachycephaly, trichomegaly, and developmental delay	False	False	False
DOID:0070416	Luo-Schoch-Yamamoto syndrome	False	False	False
DOID:0070417	neurodevelopmental disorder with speech impairment and dysmorphic facies	False	False	False
DOID:0070418	vertebral hypersegmentation and orofacial anomalies	False	False	False
DOID:0070419	acrocardiofacial syndrome	False	False	False
DOID:0070420	developmental delay, hypotonia, and impaired language	False	False	False
DOID:0070421	neurodevelopmental disorder with spasticity and poor growth	False	False	False
DOID:0070422	syndromic X-linked intellectual disability Pilgorge type	False	False	False
DOID:0070423	early onset progressive encephalopathy with brain atrophy and thin corpus callosum	False	False	False
DOID:0080578	digenic disease	False	False	False
DOID:0080602	benign teratoma	False	False	False
DOID:0080684	diffuse midline glioma, H3 K27M-mutant	False	False	False
DOID:0080704	medulloblastoma SHH activated and TP53 mutant	False	False	False
DOID:0080705	medulloblastoma SHH activated and TP53 wild-type	False	False	False
DOID:0080707	medulloblastoma non-WNT/non-SHH group 3	False	False	False
DOID:0080708	medulloblastoma non-WNT/non-SHH group 4	False	False	False
DOID:0080712	gene duplication disease	False	False	False
DOID:0080748	chronic inducible urticaria	False	False	False
DOID:0080749	chronic spontaneous urticaria	False	False	False
DOID:0080812	intermittent asthma	False	False	False
DOID:0080813	persistent mild asthma	False	False	False
DOID:0080814	persistent moderate asthma	False	False	False
DOID:0080816	adult-onset severe asthma	False	False	False
DOID:0080817	T2-high asthma	False	False	False
DOID:0080818	T2-low asthma	False	False	False
DOID:0080823	near-fatal asthma	False	False	False
DOID:0080824	persistent severe asthma	False	False	False
DOID:0080826	nocturnal asthma	False	False	False
DOID:0080856	vascular Parkinsonism	False	False	False
DOID:0080877	astrocytoma, IDH-mutant, grade 4	False	False	False
DOID:0080880	diffuse glioma, H3 G34 mutant	False	False	False
DOID:0080881	pleomorphic xanthoastrocytoma BRAF mutant	False	False	False
DOID:0080891	YAP1-MAMLD1 fusion-positive supratentorial ependymoma	False	False	False
DOID:0080894	lipofibromatosis-like neural tumor	False	False	False
DOID:0080897	solitary fibrous tumor/hemangiopericytoma	False	False	False
DOID:0081070	EZB-MYC+ diffuse large B-cell lymphoma	False	False	False
DOID:0081071	EZB-MYC- diffuse large B-cell lymphoma	False	False	False
DOID:0081250	CIC-rearranged sarcoma	False	False	False
