subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000984	thalassemia	MONDO:0003664	ICD10CM:D56	ICD10CM:D55-D59	hemolytic anemia
MONDO:0001009	solitary cyst of breast	MONDO:0004808	ICD10CM:N60.0	ICD10CM:N60	benign mammary dysplasia
MONDO:0001104	toxic diffuse goiter	MONDO:0010138	ICD10CM:E05.0	ICD10CM:E05	thyrotoxicosis
MONDO:0001137	Murray valley encephalitis	MONDO:0020601	ICD10CM:A83.4	ICD10CM:A83	mosquito-borne viral encephalitis
MONDO:0001149	microcephaly	MONDO:0020022	ICD10CM:Q02	ICD10CM:Q00-Q07	central nervous system malformation
MONDO:0001250	keratomalacia	MONDO:0001515	ICD10CM:H18.44	ICD10CM:H18.4	corneal degeneration
MONDO:0001298	congenital mitral valve insufficiency	MONDO:0019817	ICD10CM:Q23.3	ICD10CM:Q23	congenital mitral valve insufficiency and/or stenosis
MONDO:0001653	prepuce cancer	MONDO:0001325	ICD10CM:C60.0	ICD10CM:C60	penile cancer
MONDO:0001716	corneal argyrosis	MONDO:0001308	ICD10CM:H18.02	ICD10CM:H18.0	corneal deposit
MONDO:0001795	plantar wart	MONDO:0001209	ICD10CM:B07.0	ICD10CM:B07	common wart
MONDO:0001803	myringitis bullosa hemorrhagica	MONDO:0001802	ICD10CM:H73.01	ICD10CM:H73.0	acute tympanitis
MONDO:0002154	trichomoniasis	MONDO:0021681	ICD10CM:A59	ICD10CM:A50-A64	sexually transmitted disease
MONDO:0002345	cervicitis	MONDO:0000922	ICD10CM:N72	ICD10CM:N70-N77	pelvic inflammatory disease
MONDO:0002473	cystic kidney disease	MONDO:0019356	ICD10CM:Q61	ICD10CM:Q60-Q64	urogenital tract malformation
MONDO:0003529	acute pyelonephritis	MONDO:0001085	ICD10CM:N10	ICD10CM:N10-N16	interstitial nephritis
MONDO:0004617	recurrent hypersomnia	MONDO:0005466	ICD10CM:G47.13	ICD10CM:G47.1	hypersomnia
MONDO:0004709	occipital lobe neoplasm	MONDO:0001657	ICD10CM:C71.4	ICD10CM:C71	brain cancer
MONDO:0004747	cleft lip	MONDO:0016044	ICD10CM:Q36	ICD10CM:Q35-Q37	cleft lip/palate
MONDO:0004861	ophthalmia nodosa	MONDO:0004768	ICD10CM:H16.24	ICD10CM:H16.2	keratoconjunctivitis
MONDO:0004933	hypoplastic left heart syndrome	MONDO:0019817	ICD10CM:Q23.4	ICD10CM:Q23	congenital mitral valve insufficiency and/or stenosis
MONDO:0005068	myocardial infarction	MONDO:0024644	ICD10CM:I21	ICD10CM:I20-I25	myocardial ischemia
MONDO:0005180	Parkinson disease	MONDO:0001815	ICD10CM:G20	ICD10CM:G20-G26	extrapyramidal and movement disease
MONDO:0005181	progressive external ophthalmoplegia	MONDO:0001143	ICD10CM:H49.4	ICD10CM:H49	paralytic strabismus
MONDO:0005219	breast fibrocystic disease	MONDO:0004808	ICD10CM:N60.1	ICD10CM:N60	benign mammary dysplasia
MONDO:0005377	nephrotic syndrome	MONDO:0019722	ICD10CM:N04	ICD10CM:N00-N08	glomerular disorder
MONDO:0005644	amebiasis	MONDO:0000916	ICD10CM:A06	ICD10CM:A00-A09	intestinal infectious disease
MONDO:0005736	eastern equine encephalitis	MONDO:0020601	ICD10CM:A83.2	ICD10CM:A83	mosquito-borne viral encephalitis
MONDO:0005757	eumycotic mycetoma	MONDO:0016823	ICD10CM:B47.0	ICD10CM:B47	mycetoma
MONDO:0005888	ornithosis	MONDO:0021697	ICD10CM:A70	ICD10CM:A70-A74	chlamydia infectious disease
MONDO:0005929	postpartum depression	MONDO:0018623	ICD10CM:F53.0	ICD10CM:F53	postpartum psychosis
MONDO:0006015	Waterhouse-Friderichsen syndrome	MONDO:0005373	ICD10CM:A39.1	ICD10CM:A39	meningococcal infection
MONDO:0006118	breast fibrosis	MONDO:0004808	ICD10CM:N60.3	ICD10CM:N60	benign mammary dysplasia
MONDO:0006502	acute respiratory distress syndrome	MONDO:0015925	ICD10CM:J80	ICD10CM:J80-J84	interstitial lung disease
MONDO:0006532	cholesteatoma of external ear	MONDO:0004795	ICD10CM:H60.4	ICD10CM:H60	otitis externa
MONDO:0006553	Fox-Fordyce disease	MONDO:0024467	ICD10CM:L75.2	ICD10CM:L75	apocrine sweat gland disorder
MONDO:0006604	rosacea	MONDO:0024481	ICD10CM:L71	ICD10CM:L60-L75	skin appendage disorder
MONDO:0006932	pulmonary edema	MONDO:0015925	ICD10CM:J81	ICD10CM:J80-J84	interstitial lung disease
MONDO:0006966	secondary Parkinson disease	MONDO:0001815	ICD10CM:G21	ICD10CM:G20-G26	extrapyramidal and movement disease
MONDO:0008449	spina bifida	MONDO:0020022	ICD10CM:Q05	ICD10CM:Q00-Q07	central nervous system malformation
MONDO:0008487	polycystic ovary syndrome	MONDO:0001889	ICD10CM:E28.2	ICD10CM:E28	ovarian dysfunction
MONDO:0009010	aortic arch interruption	MONDO:0001863	ICD10CM:Q25.21	ICD10CM:Q25.2	aorta atresia
MONDO:0009061	cystic fibrosis	MONDO:0005066	ICD10CM:E84	ICD10CM:E70-E88	metabolic disease
MONDO:0009115	congenital lactase deficiency	MONDO:0100345	ICD10CM:E73.0	ICD10CM:E73	lactose intolerance
MONDO:0009169	endocardial fibroelastosis	MONDO:0004994	ICD10CM:I42.4	ICD10CM:I42	cardiomyopathy
MONDO:0011438	acne	MONDO:0024481	ICD10CM:L70	ICD10CM:L60-L75	skin appendage disorder
MONDO:0011849	psoriatic arthritis	MONDO:0005083	ICD10CM:L40.5	ICD10CM:L40	psoriasis
MONDO:0011908	juvenile myelomonocytic leukemia	MONDO:0004600	ICD10CM:C93.3	ICD10CM:C93	monocytic leukemia
MONDO:0015814	primary cutaneous follicle center lymphoma	MONDO:0018906	ICD10CM:C82.6	ICD10CM:C82	follicular lymphoma
MONDO:0016003	ehrlichiosis	MONDO:0001195	ICD10CM:A77.4	ICD10CM:A77	spotted fever
MONDO:0016035	Nelson syndrome	MONDO:0018912	ICD10CM:E24.1	ICD10CM:E24	Cushing syndrome
MONDO:0016064	cleft palate	MONDO:0016044	ICD10CM:Q35	ICD10CM:Q35-Q37	cleft lip/palate
MONDO:0016349	congenital hydrocephalus	MONDO:0020022	ICD10CM:Q03	ICD10CM:Q00-Q07	central nervous system malformation
MONDO:0016489	delta-beta-thalassemia	MONDO:0000984	ICD10CM:D56.2	ICD10CM:D56	thalassemia
MONDO:0017078	cephalocele	MONDO:0020022	ICD10CM:Q01	ICD10CM:Q00-Q07	central nervous system malformation
MONDO:0017304	ocular albinism	MONDO:0043209	ICD10CM:E70.31	ICD10CM:E70.3	albinism
MONDO:0017778	lamellar ichthyosis	MONDO:0015947	ICD10CM:Q80.2	ICD10CM:Q80	inherited ichthyosis
MONDO:0017875	Bolivian hemorrhagic fever	MONDO:0005651	ICD10CM:A96.1	ICD10CM:A96	arenavirus hemorrhagic fever
MONDO:0018182	bullous impetigo	MONDO:0004592	ICD10CM:L01.03	ICD10CM:L01.0	impetigo
MONDO:0018229	Stevens-Johnson syndrome	MONDO:0006545	ICD10CM:L51.1	ICD10CM:L51	erythema multiforme
MONDO:0018746	mucous membrane pemphigoid	MONDO:0850301	ICD10CM:L12.1	ICD10CM:L12	pemphigoid
MONDO:0018747	acquired epidermolysis bullosa	MONDO:0850301	ICD10CM:L12.3	ICD10CM:L12	pemphigoid
MONDO:0018895	Plummer-Vinson syndrome	MONDO:0001356	ICD10CM:D50.1	ICD10CM:D50	iron deficiency anemia
MONDO:0018910	oculocutaneous albinism	MONDO:0043209	ICD10CM:E70.32	ICD10CM:E70.3	albinism
MONDO:0019040	chromosomal disorder	MONDO:0021147	ICD10CM:Q90-Q99	ICD10CM:Q00-Q99	disorder of development or morphogenesis
MONDO:0019064	hereditary spastic paraplegia	MONDO:0100309	ICD10CM:G11.4	ICD10CM:G11	hereditary ataxia
MONDO:0019082	bullous pemphigoid	MONDO:0850301	ICD10CM:L12.0	ICD10CM:L12	pemphigoid
MONDO:0019121	pneumocystosis	MONDO:0002428	ICD10CM:B59	ICD10CM:B50-B64	protozoa infectious disease
MONDO:0019127	polymyositis	MONDO:0016367	ICD10CM:M33.2	ICD10CM:M33	dermatomyositis
MONDO:0019186	Q fever	MONDO:0006956	ICD10CM:A78	ICD10CM:A75-A79	Rickettsiosis
MONDO:0019638	renal dysplasia	MONDO:0002473	ICD10CM:Q61.4	ICD10CM:Q61	cystic kidney disease
MONDO:0019790	neuroleptic malignant syndrome	MONDO:0006966	ICD10CM:G21.0	ICD10CM:G21	secondary Parkinson disease
MONDO:0019809	congenital aortic valve insufficiency	MONDO:0019817	ICD10CM:Q23.1	ICD10CM:Q23	congenital mitral valve insufficiency and/or stenosis
MONDO:0020311	chronic myelomonocytic leukemia	MONDO:0004600	ICD10CM:C93.1	ICD10CM:C93	monocytic leukemia
