subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000226	mineral metabolism disease	MONDO:0005066	ICD10CM:E83	ICD10CM:E70-E88	metabolic disease
MONDO:0000940	trypanosomiasis	MONDO:0002428	ICD10CM:B56	ICD10CM:B50-B64	protozoa infectious disease
MONDO:0000952	cancer of long bone of lower limb	MONDO:0024311	ICD10CM:C40.2	ICD10CM:C40	cancer affecting bone of limb skeleton
MONDO:0000953	cancer of short bone of lower limb	MONDO:0024311	ICD10CM:C40.3	ICD10CM:C40	cancer affecting bone of limb skeleton
MONDO:0000987	cholesterolosis of gallbladder	MONDO:0005281	ICD10CM:K82.4	ICD10CM:K82	gallbladder disorder
MONDO:0001024	pneumonic plague	MONDO:0019095	ICD10CM:A20.2	ICD10CM:A20	plague
MONDO:0001050	malignant otitis externa	MONDO:0004795	ICD10CM:H60.2	ICD10CM:H60	otitis externa
MONDO:0001056	gastric cancer	MONDO:0002516	ICD10CM:C16	ICD10CM:C15-C26	digestive system cancer
MONDO:0001066	late yaws	MONDO:0006019	ICD10CM:A66.4	ICD10CM:A66	yaws
MONDO:0001100	hypertrophy of breast	MONDO:0002657	ICD10CM:N62	ICD10CM:N60-N65	breast disorder
MONDO:0001112	bubonic plague	MONDO:0019095	ICD10CM:A20.0	ICD10CM:A20	plague
MONDO:0001113	Fiedler's myocarditis	MONDO:0004496	ICD10CM:I40.1	ICD10CM:I40	myocarditis
MONDO:0001114	bacterial myocarditis	MONDO:0004496	ICD10CM:I40.0	ICD10CM:I40	myocarditis
MONDO:0001281	alternating exotropia	MONDO:0001286	ICD10CM:H50.15	ICD10CM:H50.1	exotropia
MONDO:0001284	endometriosis of intestine	MONDO:0005133	ICD10CM:N80.5	ICD10CM:N80	endometriosis
MONDO:0001285	endometriosis of pelvic peritoneum	MONDO:0005133	ICD10CM:N80.3	ICD10CM:N80	endometriosis
MONDO:0001287	endometriosis in cutaneous scar	MONDO:0005133	ICD10CM:N80.6	ICD10CM:N80	endometriosis
MONDO:0001288	endometriosis of rectovaginal septum and vagina	MONDO:0005133	ICD10CM:N80.4	ICD10CM:N80	endometriosis
