subject_id	subject_label	is_mapped	is_excluded	is_deprecated
ICD10WHO:A00-A09	Intestinal infectious diseases	False	False	False
ICD10WHO:A00.0	Cholera due to Vibrio cholerae 01, biovar cholerae	False	False	False
ICD10WHO:A00.1	Cholera due to Vibrio cholerae 01, biovar eltor	False	False	False
ICD10WHO:A00.9	Cholera, unspecified	False	False	False
ICD10WHO:A01	Typhoid and paratyphoid fevers	False	False	False
ICD10WHO:A01.0	Typhoid fever	False	False	False
ICD10WHO:A01.1	Paratyphoid fever A	False	False	False
ICD10WHO:A01.2	Paratyphoid fever B	False	False	False
ICD10WHO:A01.3	Paratyphoid fever C	False	False	False
ICD10WHO:A01.4	Paratyphoid fever, unspecified	False	False	False
ICD10WHO:A02	Other salmonella infections	False	False	False
ICD10WHO:A02.0	Salmonella enteritis	False	False	False
ICD10WHO:A02.1	Salmonella sepsis	False	False	False
ICD10WHO:A02.2	Localized salmonella infections	False	False	False
ICD10WHO:A02.8	Other specified salmonella infections	False	False	False
ICD10WHO:A02.9	Salmonella infection, unspecified	False	False	False
ICD10WHO:A03.0	Shigellosis due to Shigella dysenteriae	False	False	False
ICD10WHO:A03.1	Shigellosis due to Shigella flexneri	False	False	False
ICD10WHO:A03.2	Shigellosis due to Shigella boydii	False	False	False
ICD10WHO:A03.3	Shigellosis due to Shigella sonnei	False	False	False
ICD10WHO:A03.8	Other shigellosis	False	False	False
ICD10WHO:A03.9	Shigellosis, unspecified	False	False	False
ICD10WHO:A04	Other bacterial intestinal infections	False	False	False
ICD10WHO:A04.0	Enteropathogenic Escherichia coli infection	False	False	False
ICD10WHO:A04.1	Enterotoxigenic Escherichia coli infection	False	False	False
ICD10WHO:A04.2	Enteroinvasive Escherichia coli infection	False	False	False
ICD10WHO:A04.3	Enterohaemorrhagic Escherichia coli infection	False	False	False
ICD10WHO:A04.4	Other intestinal Escherichia coli infections	False	False	False
ICD10WHO:A04.5	Campylobacter enteritis	False	False	False
ICD10WHO:A04.6	Enteritis due to Yersinia enterocolitica	False	False	False
ICD10WHO:A04.7	Enterocolitis due to Clostridium difficile	False	False	False
ICD10WHO:A04.8	Other specified bacterial intestinal infections	False	False	False
ICD10WHO:A04.9	Bacterial intestinal infection, unspecified	False	False	False
ICD10WHO:A05	Other bacterial foodborne intoxications, not elsewhere classified	False	False	False
ICD10WHO:A05.0	Foodborne staphylococcal intoxication	False	False	False
ICD10WHO:A05.1	Botulism	False	False	False
ICD10WHO:A05.2	Foodborne Clostridium perfringens [Clostridium welchii] intoxication	False	False	False
