term_id	exclusion_reason
ID	AI MONDOREL:has_exclusion_reason
OMIM:100675	MONDO:excludeBiologicalProcess
OMIM:108340	MONDO:excludeBiologicalProcess
OMIM:109670	MONDO:excludeBiologicalProcess
OMIM:125260	MONDO:excludeBiologicalProcess
OMIM:146810	MONDO:excludeBiologicalProcess
OMIM:146820	MONDO:excludeBiologicalProcess
OMIM:146950	MONDO:excludeBiologicalProcess
OMIM:146960	MONDO:excludeBiologicalProcess
OMIM:147080	MONDO:excludeBiologicalProcess
OMIM:147090	MONDO:excludeBiologicalProcess
OMIM:502000	MONDO:excludeBiologicalProcess
OMIM:618256	MONDO:excludeBiologicalProcess
OMIM:107254	MONDO:excludeBiomarker
OMIM:107260	MONDO:excludeBiomarker
OMIM:108990	MONDO:excludeBiomarker
OMIM:147061	MONDO:excludeBiomarker
OMIM:152100	MONDO:excludeBiomarker
OMIM:162880	MONDO:excludeBiomarker
OMIM:173500	MONDO:excludeBiomarker
OMIM:173540	MONDO:excludeBiomarker
OMIM:100640	MONDO:excludeGene
OMIM:100650	MONDO:excludeGene
OMIM:100660	MONDO:excludeGene
OMIM:100670	MONDO:excludeGene
OMIM:100678	MONDO:excludeGene
OMIM:100690	MONDO:excludeGene
OMIM:100710	MONDO:excludeGene
OMIM:100720	MONDO:excludeGene
OMIM:100725	MONDO:excludeGene
OMIM:100730	MONDO:excludeGene
OMIM:100740	MONDO:excludeGene
OMIM:100790	MONDO:excludeGene
OMIM:100850	MONDO:excludeGene
OMIM:100880	MONDO:excludeGene
OMIM:102480	MONDO:excludeGene
OMIM:102525	MONDO:excludeGene
OMIM:102540	MONDO:excludeGene
OMIM:102545	MONDO:excludeGene
OMIM:102560	MONDO:excludeGene
OMIM:102565	MONDO:excludeGene
OMIM:102573	MONDO:excludeGene
OMIM:102574	MONDO:excludeGene
OMIM:102575	MONDO:excludeGene
OMIM:102576	MONDO:excludeGene
OMIM:102577	MONDO:excludeGene
OMIM:102578	MONDO:excludeGene
OMIM:102579	MONDO:excludeGene
OMIM:102581	MONDO:excludeGene
OMIM:102582	MONDO:excludeGene
OMIM:102593	MONDO:excludeGene
OMIM:102595	MONDO:excludeGene
OMIM:102600	MONDO:excludeGene
OMIM:102610	MONDO:excludeGene
OMIM:102620	MONDO:excludeGene
OMIM:102630	MONDO:excludeGene
OMIM:102642	MONDO:excludeGene
OMIM:102645	MONDO:excludeGene
OMIM:102670	MONDO:excludeGene
OMIM:102680	MONDO:excludeGene
OMIM:102681	MONDO:excludeGene
OMIM:102699	MONDO:excludeGene
OMIM:102720	MONDO:excludeGene
OMIM:102750	MONDO:excludeGene
OMIM:102770	MONDO:excludeGene
OMIM:102771	MONDO:excludeGene
OMIM:102772	MONDO:excludeGene
OMIM:102775	MONDO:excludeGene
OMIM:102776	MONDO:excludeGene
OMIM:102910	MONDO:excludeGene
OMIM:102980	MONDO:excludeGene
OMIM:102981	MONDO:excludeGene
OMIM:103000	MONDO:excludeGene
OMIM:103020	MONDO:excludeGene
OMIM:103030	MONDO:excludeGene
OMIM:103060	MONDO:excludeGene
OMIM:103070	MONDO:excludeGene
OMIM:103071	MONDO:excludeGene
OMIM:103072	MONDO:excludeGene
OMIM:103180	MONDO:excludeGene
OMIM:103188	MONDO:excludeGene
OMIM:103190	MONDO:excludeGene
OMIM:103195	MONDO:excludeGene
OMIM:103220	MONDO:excludeGene
OMIM:103260	MONDO:excludeGene
OMIM:103270	MONDO:excludeGene
OMIM:103275	MONDO:excludeGene
OMIM:103280	MONDO:excludeGene
OMIM:103320	MONDO:excludeGene
OMIM:103390	MONDO:excludeGene
OMIM:103600	MONDO:excludeGene
OMIM:103700	MONDO:excludeGene
OMIM:103710	MONDO:excludeGene
OMIM:103720	MONDO:excludeGene
OMIM:103730	MONDO:excludeGene
OMIM:103735	MONDO:excludeGene
OMIM:103740	MONDO:excludeGene
OMIM:103830	MONDO:excludeGene
OMIM:103850	MONDO:excludeGene
OMIM:103870	MONDO:excludeGene
OMIM:103880	MONDO:excludeGene
OMIM:103950	MONDO:excludeGene
OMIM:104145	MONDO:excludeGene
OMIM:104150	MONDO:excludeGene
OMIM:104155	MONDO:excludeGene
OMIM:104160	MONDO:excludeGene
OMIM:104170	MONDO:excludeGene
OMIM:104175	MONDO:excludeGene
OMIM:104180	MONDO:excludeGene
OMIM:104210	MONDO:excludeGene
OMIM:104219	MONDO:excludeGene
OMIM:104220	MONDO:excludeGene
OMIM:104221	MONDO:excludeGene
OMIM:104225	MONDO:excludeGene
OMIM:104230	MONDO:excludeGene
OMIM:104240	MONDO:excludeGene
OMIM:104250	MONDO:excludeGene
OMIM:104260	MONDO:excludeGene
OMIM:104311	MONDO:excludeGene
OMIM:104610	MONDO:excludeGene
OMIM:104613	MONDO:excludeGene
OMIM:104614	MONDO:excludeGene
OMIM:104615	MONDO:excludeGene
OMIM:104620	MONDO:excludeGene
OMIM:104640	MONDO:excludeGene
OMIM:104650	MONDO:excludeGene
OMIM:104660	MONDO:excludeGene
OMIM:104700	MONDO:excludeGene
OMIM:104701	MONDO:excludeGene
OMIM:104702	MONDO:excludeGene
OMIM:104750	MONDO:excludeGene
OMIM:104751	MONDO:excludeGene
OMIM:104752	MONDO:excludeGene
OMIM:104760	MONDO:excludeGene
OMIM:104770	MONDO:excludeGene
OMIM:104775	MONDO:excludeGene
OMIM:104776	MONDO:excludeGene
OMIM:105590	MONDO:excludeGene
OMIM:105850	MONDO:excludeGene
OMIM:106150	MONDO:excludeGene
OMIM:106165	MONDO:excludeGene
OMIM:106180	MONDO:excludeGene
OMIM:106195	MONDO:excludeGene
OMIM:106410	MONDO:excludeGene
OMIM:106490	MONDO:excludeGene
OMIM:106491	MONDO:excludeGene
OMIM:107265	MONDO:excludeGene
OMIM:107266	MONDO:excludeGene
OMIM:107269	MONDO:excludeGene
OMIM:107270	MONDO:excludeGene
OMIM:107271	MONDO:excludeGene
OMIM:107272	MONDO:excludeGene
OMIM:107273	MONDO:excludeGene
OMIM:107280	MONDO:excludeGene
OMIM:107285	MONDO:excludeGene
OMIM:107300	MONDO:excludeGene
OMIM:107310	MONDO:excludeGene
OMIM:107323	MONDO:excludeGene
OMIM:107325	MONDO:excludeGene
OMIM:107400	MONDO:excludeGene
OMIM:107410	MONDO:excludeGene
OMIM:107450	MONDO:excludeGene
OMIM:107470	MONDO:excludeGene
OMIM:107580	MONDO:excludeGene
OMIM:107670	MONDO:excludeGene
OMIM:107680	MONDO:excludeGene
OMIM:107690	MONDO:excludeGene
OMIM:107710	MONDO:excludeGene
OMIM:107720	MONDO:excludeGene
OMIM:107730	MONDO:excludeGene
OMIM:107740	MONDO:excludeGene
OMIM:107741	MONDO:excludeGene
OMIM:107748	MONDO:excludeGene
OMIM:107760	MONDO:excludeGene
OMIM:107770	MONDO:excludeGene
OMIM:107773	MONDO:excludeGene
OMIM:107776	MONDO:excludeGene
OMIM:107777	MONDO:excludeGene
OMIM:107820	MONDO:excludeGene
OMIM:107830	MONDO:excludeGene
OMIM:107910	MONDO:excludeGene
OMIM:107930	MONDO:excludeGene
OMIM:107940	MONDO:excludeGene
OMIM:107941	MONDO:excludeGene
OMIM:108330	MONDO:excludeGene
OMIM:108345	MONDO:excludeGene
OMIM:108355	MONDO:excludeGene
OMIM:108360	MONDO:excludeGene
OMIM:108361	MONDO:excludeGene
OMIM:108370	MONDO:excludeGene
OMIM:108410	MONDO:excludeGene
OMIM:108728	MONDO:excludeGene
OMIM:108729	MONDO:excludeGene
OMIM:108730	MONDO:excludeGene
OMIM:108731	MONDO:excludeGene
OMIM:108732	MONDO:excludeGene
OMIM:108733	MONDO:excludeGene
OMIM:108740	MONDO:excludeGene
OMIM:108745	MONDO:excludeGene
OMIM:108746	MONDO:excludeGene
OMIM:108780	MONDO:excludeGene
OMIM:108960	MONDO:excludeGene
OMIM:108961	MONDO:excludeGene
OMIM:108962	MONDO:excludeGene
OMIM:109090	MONDO:excludeGene
OMIM:109091	MONDO:excludeGene
