mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case
ID					A oboInOwl:hasExactSynonym	A oboInOwl:hasBroadSynonym	A oboInOwl:hasNarrowSynonym	A oboInOwl:hasRelatedSynonym	>A oboInOwl:hasDbXref		>AI oboInOwl:hasSynonymType SPLIT=|			
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		Hypoadrenocorticism	Hypoadrenocorticism				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortex deficiency	adrenal cortex deficiency				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortex hypofunction	adrenal cortex hypofunction				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal failure NOS	adrenal failure NOS				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal hypofunction	adrenal hypofunction				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenocortical hypofunction	adrenocortical hypofunction				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		aldosterone deficiency	aldosterone deficiency				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		corticoadrenal deficiency	corticoadrenal deficiency				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		corticoadrenal hypofunction	corticoadrenal hypofunction				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		corticoadrenal insufficiency nos	corticoadrenal insufficiency nos				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		hypoadrenia	hypoadrenia				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		suprarenal insufficiency	suprarenal insufficiency				icd11.foundation:733056203	Adrenocortical insufficiency				
MONDO:0000022	nocturnal enuresis	oio:hasExactSynonym		Nocturnal enuresis	Nocturnal enuresis				icd11.foundation:1048673005	Nocturnal enuresis				
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		HPDR - [hypophosphatemic vitamin d-resistant rickets]	HPDR - [hypophosphatemic vitamin d-resistant rickets]				icd11.foundation:1010293846	Hypophosphataemic rickets				
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		Hypophosphataemic rickets	Hypophosphataemic rickets				icd11.foundation:1010293846	Hypophosphataemic rickets				
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		VDRR - [vitamin-D-resistant rickets]	VDRR - [vitamin-D-resistant rickets]				icd11.foundation:1010293846	Hypophosphataemic rickets				
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		Vitamin-D-resistant rickets	Vitamin-D-resistant rickets				icd11.foundation:1010293846	Hypophosphataemic rickets				
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		hpdr -	hpdr -				icd11.foundation:1010293846	Hypophosphataemic rickets	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000044	hereditary hypophosphatemic rickets	oio:hasExactSynonym		vdrr -	vdrr -				icd11.foundation:1010293846	Hypophosphataemic rickets	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		Pelvic organ prolapse	Pelvic organ prolapse				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		deficiency of perineum	deficiency of perineum				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		female genital prolapse	female genital prolapse				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		female prolapse	female prolapse				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		incompetence of pelvic fundus	incompetence of pelvic fundus				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000082	pelvic organ prolapse	oio:hasExactSynonym		relaxation of perineum	relaxation of perineum				icd11.foundation:148580117	Pelvic organ prolapse				
MONDO:0000087	polymicrogyria	oio:hasExactSynonym		Polymicrogyria	Polymicrogyria				icd11.foundation:2081858551	Polymicrogyria				
MONDO:0000110	bifid nose	oio:hasExactSynonym		Bifid nose	Bifid nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		Fissured, notched and cleft nose	Fissured, notched and cleft nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		cleft nose	cleft nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		congenital cleft nose	congenital cleft nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		congenital fissure of nose	congenital fissure of nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		congenital notching nose	congenital notching nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		congenital notching of tip of nose	congenital notching of tip of nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000110	bifid nose	oio:hasExactSynonym		fissure of nose	fissure of nose				icd11.foundation:1824850646	Bifid nose				
MONDO:0000127	geleophysic dysplasia	oio:hasExactSynonym		Geleophysic dysplasia	Geleophysic dysplasia				icd11.foundation:518828851	Geleophysic dysplasia				
MONDO:0000128	giant axonal neuropathy	oio:hasExactSynonym		GAN - [Giant axonal neuropathy]	GAN - [Giant axonal neuropathy]				icd11.foundation:1848636316	Giant axonal neuropathy				
MONDO:0000128	giant axonal neuropathy	oio:hasExactSynonym		Giant axonal neuropathy	Giant axonal neuropathy				icd11.foundation:1848636316	Giant axonal neuropathy				
MONDO:0000128	giant axonal neuropathy	oio:hasExactSynonym		gan -	gan -				icd11.foundation:1848636316	Giant axonal neuropathy	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000136	keratosis follicularis spinulosa decalvans	oio:hasExactSynonym		Keratosis follicularis spinulosa decalvans	Keratosis follicularis spinulosa decalvans				icd11.foundation:303213910	Keratosis follicularis spinulosa decalvans				
MONDO:0000141	mosaic variegated aneuploidy syndrome	oio:hasExactSynonym		Mosaic variegated aneuploidy syndrome	Mosaic variegated aneuploidy syndrome				icd11.foundation:398235351	Mosaic variegated aneuploidy syndrome				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		Discordant ventriculoarterial connection	Discordant ventriculoarterial connection				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		TGA - [transposition of great arteries]	TGA - [transposition of great arteries]				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		TGV - [transposition of great vessels]	TGV - [transposition of great vessels]				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		Transposition of the great arteries	Transposition of the great arteries				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		complete TGA - [transposition of the great arteries]	complete TGA - [transposition of the great arteries]				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		complete transposition of great vessels	complete transposition of great vessels				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		great vessels complete transposition	great vessels complete transposition				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		total great vessel transposition	total great vessel transposition				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		transposed vessels NOS	transposed vessels NOS				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		transposition of great arteries	transposition of great arteries				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		transposition of great vessels NOS	transposition of great vessels NOS				icd11.foundation:429190257	Transposition of the great arteries				
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		complete tga -	complete tga -				icd11.foundation:429190257	Transposition of the great arteries	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		tga -	tga -				icd11.foundation:429190257	Transposition of the great arteries	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		tgv -	tgv -				icd11.foundation:429190257	Transposition of the great arteries	http://purl.obolibrary.org/obo/mondo#GENERATED			
MONDO:0000156	trigonocephaly	oio:hasExactSynonym		Metopic craniosynostosis	Metopic craniosynostosis				icd11.foundation:20816218	Trigonocephaly				
MONDO:0000156	trigonocephaly	oio:hasExactSynonym		Triangular skull	Triangular skull				icd11.foundation:20816218	Trigonocephaly				
MONDO:0000179	Neu-Laxova syndrome	oio:hasExactSynonym		Neu-Laxova syndrome	Neu-Laxova syndrome				icd11.foundation:893358230	Neu-Laxova syndrome				
MONDO:0000200	Zimmermann-Laband syndrome	oio:hasExactSynonym		Zimmermann-Laband syndrome	Zimmermann-Laband syndrome				icd11.foundation:8285962	Zimmermann-Laband syndrome				
MONDO:0000240	invasive aspergillosis	oio:hasExactSynonym		Invasive aspergillosis	Invasive aspergillosis				icd11.foundation:1314810340	Invasive aspergillosis				
MONDO:0000240	invasive aspergillosis	oio:hasExactSynonym		invasive aspergillosis NOS	invasive aspergillosis NOS				icd11.foundation:1314810340	Invasive aspergillosis				
