subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000023	infantile liver failure	MONDO:0000001	Orphanet:464724	Orphanet:377788	disease
MONDO:0000050	isolated congenital growth hormone deficiency	MONDO:0000001	Orphanet:631	Orphanet:377788	disease
MONDO:0000050	isolated congenital growth hormone deficiency	MONDO:0019824	Orphanet:631	Orphanet:95488	non-acquired pituitary hormone deficiency
MONDO:0000136	keratosis follicularis spinulosa decalvans	MONDO:0000001	Orphanet:2340	Orphanet:377788	disease
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	MONDO:0000001	Orphanet:899	Orphanet:377788	disease
MONDO:0000179	Neu-Laxova syndrome	MONDO:0018162	Orphanet:2671	Orphanet:35705	neurometabolic disorder due to serine deficiency
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	MONDO:0000001	Orphanet:486811	Orphanet:377788	disease
MONDO:0000211	striatal degeneration, autosomal dominant	MONDO:0000001	Orphanet:228169	Orphanet:377788	disease
MONDO:0000212	hypercalcemia, infantile	MONDO:0000001	Orphanet:300547	Orphanet:377788	disease
MONDO:0000330	endemic typhus	MONDO:0000001	Orphanet:83315	Orphanet:377788	disease
MONDO:0000355	Ullrich congenital muscular dystrophy	MONDO:0000001	Orphanet:75840	Orphanet:377788	disease
MONDO:0000453	short QT syndrome	MONDO:0000001	Orphanet:51083	Orphanet:377788	disease
MONDO:0000455	cone dystrophy	MONDO:0000001	Orphanet:1871	Orphanet:377788	disease
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	MONDO:0000001	Orphanet:52430	Orphanet:377788	disease
MONDO:0000565	infective endocarditis	MONDO:0000001	Orphanet:570762	Orphanet:377788	disease
MONDO:0000645	fallopian tube benign neoplasm	MONDO:0000001	Orphanet:180237	Orphanet:377788	disease
MONDO:0000736	dyschromatosis universalis hereditaria	MONDO:0000001	Orphanet:241	Orphanet:377788	disease
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	MONDO:0000001	Orphanet:2598	Orphanet:377788	disease
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	MONDO:0000001	Orphanet:1496	Orphanet:377788	disease
MONDO:0000903	myoclonus-dystonia syndrome	MONDO:0000001	Orphanet:36899	Orphanet:377788	disease
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	MONDO:0000001	Orphanet:136	Orphanet:377788	disease
MONDO:0001032	Mooren ulcer	MONDO:0000001	Orphanet:519408	Orphanet:377788	disease
MONDO:0001195	spotted fever	MONDO:0006956	Orphanet:102022	Orphanet:102021	Rickettsiosis
MONDO:0001246	typhus	MONDO:0006956	Orphanet:102023	Orphanet:102021	Rickettsiosis
MONDO:0001280	choroiditis	MONDO:0020283	Orphanet:280892	Orphanet:98715	uveitis
MONDO:0001347	facioscapulohumeral muscular dystrophy	MONDO:0000001	Orphanet:269	Orphanet:377788	disease
MONDO:0001444	Chagas disease	MONDO:0000001	Orphanet:3386	Orphanet:377788	disease
MONDO:0001586	mucopolysaccharidosis type 1	MONDO:0000001	Orphanet:579	Orphanet:377788	disease
MONDO:0001595	choreatic disease	MONDO:0000001	Orphanet:1429	Orphanet:377788	disease
MONDO:0001633	central retinal artery occlusion	MONDO:0000001	Orphanet:648684	Orphanet:377788	disease
MONDO:0001734	tuberous sclerosis	MONDO:0000001	Orphanet:805	Orphanet:377788	disease
MONDO:0001881	toxic shock syndrome	MONDO:0000001	Orphanet:36234	Orphanet:377788	disease
MONDO:0001945	postencephalitic Parkinson disease	MONDO:0000001	Orphanet:97349	Orphanet:377788	disease
MONDO:0001956	capillary leak syndrome	MONDO:0000001	Orphanet:188	Orphanet:377788	disease
MONDO:0002096	malignant conjunctival melanoma	MONDO:0000001	Orphanet:617910	Orphanet:377788	disease
MONDO:0002142	undifferentiated pleomorphic sarcoma	MONDO:0000001	Orphanet:2023	Orphanet:377788	disease
MONDO:0002158	fallopian tube cancer	MONDO:0000001	Orphanet:180242	Orphanet:377788	disease
MONDO:0002413	glycogen storage disease I	MONDO:0000001	Orphanet:364	Orphanet:377788	disease
MONDO:0002422	adamantinoma	MONDO:0000001	Orphanet:55881	Orphanet:377788	disease
MONDO:0002422	adamantinoma	MONDO:0019060	Orphanet:55881	Orphanet:68411	bone neoplasm
MONDO:0002441	Jervell and Lange-Nielsen syndrome	MONDO:0000001	Orphanet:90647	Orphanet:377788	disease
MONDO:0002474	primary hyperoxaluria	MONDO:0000001	Orphanet:416	Orphanet:377788	disease
MONDO:0002546	schwannoma	MONDO:0000001	Orphanet:252164	Orphanet:377788	disease
MONDO:0002571	primary central nervous system lymphoma	MONDO:0000001	Orphanet:46135	Orphanet:377788	disease
MONDO:0002629	bone osteosarcoma	MONDO:0000001	Orphanet:668	Orphanet:377788	disease
MONDO:0002653	Paget disease of the penis	MONDO:0000001	Orphanet:398053	Orphanet:377788	disease
MONDO:0002653	Paget disease of the penis	MONDO:0001325	Orphanet:398053	Orphanet:398043	penile cancer
MONDO:0002684	atypical choroid plexus papilloma	MONDO:0000001	Orphanet:251902	Orphanet:377788	disease
MONDO:0002687	superior mesenteric artery syndrome	MONDO:0000001	Orphanet:622099	Orphanet:377788	disease
MONDO:0002697	ovarian gonadoblastoma	MONDO:0000001	Orphanet:206484	Orphanet:377788	disease
MONDO:0002697	ovarian gonadoblastoma	MONDO:0018365	Orphanet:206484	Orphanet:398940	malignant non-epithelial tumor of ovary
MONDO:0002728	rhabdoid tumor	MONDO:0000001	Orphanet:69077	Orphanet:377788	disease
MONDO:0002735	anal canal adenocarcinoma	MONDO:0000001	Orphanet:424016	Orphanet:377788	disease
MONDO:0002752	ovarian adenocarcinoma	MONDO:0000001	Orphanet:213504	Orphanet:377788	disease
MONDO:0002752	ovarian adenocarcinoma	MONDO:0018364	Orphanet:213504	Orphanet:398934	malignant epithelial tumor of ovary
MONDO:0002876	cervical adenosarcoma	MONDO:0000001	Orphanet:213792	Orphanet:377788	disease
MONDO:0002877	cervical carcinosarcoma	MONDO:0000001	Orphanet:213787	Orphanet:377788	disease
MONDO:0002878	uterine corpus adenosarcoma	MONDO:0000001	Orphanet:213600	Orphanet:377788	disease
MONDO:0002878	uterine corpus adenosarcoma	MONDO:0016255	Orphanet:213600	Orphanet:213589	uterine corpus mixed epithelial and mesenchymal neoplasm
MONDO:0002882	colon neuroendocrine neoplasm	MONDO:0000001	Orphanet:100080	Orphanet:377788	disease
MONDO:0002955	vulva basal cell carcinoma	MONDO:0005215	Orphanet:494451	Orphanet:494418	vulvar carcinoma
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	MONDO:0000001	Orphanet:319322	Orphanet:377788	disease
MONDO:0003111	gastric neuroendocrine neoplasm	MONDO:0000001	Orphanet:100075	Orphanet:377788	disease
MONDO:0003125	testicular sex cord-stromal neoplasm	MONDO:0000001	Orphanet:363489	Orphanet:377788	disease
MONDO:0003198	small intestine adenocarcinoma	MONDO:0000001	Orphanet:104075	Orphanet:377788	disease
MONDO:0003258	hobnail hemangioma	MONDO:0000001	Orphanet:675362	Orphanet:377788	disease
MONDO:0003345	hilar cholangiocarcinoma	MONDO:0000001	Orphanet:99978	Orphanet:377788	disease
MONDO:0003345	hilar cholangiocarcinoma	MONDO:0018918	Orphanet:99978	Orphanet:56044	carcinoma of gallbladder and extrahepatic biliary tract
MONDO:0003360	small intestine leiomyosarcoma	MONDO:0000001	Orphanet:104076	Orphanet:377788	disease
MONDO:0003414	skin pilomatrix carcinoma	MONDO:0000001	Orphanet:499182	Orphanet:377788	disease
MONDO:0003582	hereditary breast ovarian cancer syndrome	MONDO:0000001	Orphanet:145	Orphanet:377788	disease
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0000001	Orphanet:424073	Orphanet:377788	disease
MONDO:0003646	rectum neuroendocrine neoplasm	MONDO:0000001	Orphanet:100081	Orphanet:377788	disease
MONDO:0003649	esophageal neuroendocrine tumor	MONDO:0000001	Orphanet:506136	Orphanet:377788	disease
MONDO:0003669	testicular seminoma	MONDO:0000001	Orphanet:842	Orphanet:377788	disease
MONDO:0003669	testicular seminoma	MONDO:0010108	Orphanet:842	Orphanet:363504	testicular germ cell tumor
MONDO:0003789	hereditary papillary renal cell carcinoma	MONDO:0000001	Orphanet:47044	Orphanet:377788	disease
MONDO:0003792	ovarian carcinosarcoma	MONDO:0000001	Orphanet:213512	Orphanet:377788	disease
MONDO:0003792	ovarian carcinosarcoma	MONDO:0018364	Orphanet:213512	Orphanet:398934	malignant epithelial tumor of ovary
MONDO:0003795	ovarian small cell carcinoma	MONDO:0000001	Orphanet:370396	Orphanet:377788	disease
MONDO:0003999	juvenile pilocytic astrocytoma	MONDO:0016691	Orphanet:673580	Orphanet:251612	pilocytic astrocytoma
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	MONDO:0000001	Orphanet:284400	Orphanet:377788	disease
MONDO:0004132	anal canal squamous cell carcinoma	MONDO:0000001	Orphanet:424019	Orphanet:377788	disease
MONDO:0004150	breast giant fibroadenoma	MONDO:0000001	Orphanet:180267	Orphanet:377788	disease
MONDO:0004187	nodular fasciitis	MONDO:0000001	Orphanet:477742	Orphanet:377788	disease
MONDO:0004216	pineal region germinoma	MONDO:0015935	Orphanet:91352	Orphanet:182127	extragonadal germinoma
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	MONDO:0000001	Orphanet:512017	Orphanet:377788	disease
MONDO:0004241	Osgood-Schlatter disease	MONDO:0000001	Orphanet:97335	Orphanet:377788	disease
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	MONDO:0000001	Orphanet:424058	Orphanet:377788	disease
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	MONDO:0000001	Orphanet:506075	Orphanet:377788	disease
MONDO:0004351	intraocular lymphoma	MONDO:0000001	Orphanet:279904	Orphanet:377788	disease
MONDO:0004380	dendritic cell sarcoma	MONDO:0000001	Orphanet:86903	Orphanet:377788	disease
MONDO:0004542	cervical adenosquamous carcinoma, glassy cell variant	MONDO:0000001	Orphanet:213833	Orphanet:377788	disease
MONDO:0004653	atypical chronic myeloid leukemia, BCR-ABL1 negative	MONDO:0000001	Orphanet:98824	Orphanet:377788	disease
MONDO:0004672	fasciolopsiasis	MONDO:0000001	Orphanet:658909	Orphanet:377788	disease
MONDO:0004684	plantar fibromatosis	MONDO:0000001	Orphanet:199251	Orphanet:377788	disease
MONDO:0004691	autosomal dominant polycystic kidney disease	MONDO:0000001	Orphanet:730	Orphanet:377788	disease
MONDO:0004691	autosomal dominant polycystic kidney disease	MONDO:0019741	Orphanet:730	Orphanet:93587	familial cystic renal disease
MONDO:0004772	glaucomatocyclitic crisis	MONDO:0000001	Orphanet:636950	Orphanet:377788	disease
MONDO:0004948	B-cell chronic lymphocytic leukemia	MONDO:0000001	Orphanet:67038	Orphanet:377788	disease
MONDO:0004958	oral cavity squamous cell carcinoma	MONDO:0000001	Orphanet:502363	Orphanet:377788	disease
MONDO:0004959	plasma cell neoplasm	MONDO:0015757	Orphanet:98282	Orphanet:171898	lymphoid hemopathy
MONDO:0004976	amyotrophic lateral sclerosis	MONDO:0000001	Orphanet:803	Orphanet:377788	disease
MONDO:0004977	angioimmunoblastic T-cell lymphoma	MONDO:0000001	Orphanet:86886	Orphanet:377788	disease
MONDO:0004977	angioimmunoblastic T-cell lymphoma	MONDO:0015760	Orphanet:86886	Orphanet:171918	T-cell non-Hodgkin lymphoma
MONDO:0005005	clear cell renal carcinoma	MONDO:0000001	Orphanet:319276	Orphanet:377788	disease
MONDO:0005005	clear cell renal carcinoma	MONDO:0005086	Orphanet:319276	Orphanet:217071	renal cell carcinoma
MONDO:0005006	clear cell sarcoma of kidney	MONDO:0000001	Orphanet:457246	Orphanet:377788	disease
MONDO:0005021	dilated cardiomyopathy	MONDO:0004994	Orphanet:217604	Orphanet:167848	cardiomyopathy
MONDO:0005028	esophageal adenocarcinoma	MONDO:0000001	Orphanet:99976	Orphanet:377788	disease
MONDO:0005029	essential thrombocythemia	MONDO:0000001	Orphanet:3318	Orphanet:377788	disease
MONDO:0005033	ganglioneuroma	MONDO:0000001	Orphanet:251992	Orphanet:377788	disease
MONDO:0005035	ganglioneuroblastoma	MONDO:0000001	Orphanet:251877	Orphanet:377788	disease
MONDO:0005045	hypertrophic cardiomyopathy	MONDO:0004994	Orphanet:217569	Orphanet:167848	cardiomyopathy
MONDO:0005048	pancreatic insulin-producing neuroendocrine tumor	MONDO:0000001	Orphanet:97279	Orphanet:377788	disease
MONDO:0005055	Kaposi's sarcoma	MONDO:0000001	Orphanet:33276	Orphanet:377788	disease
MONDO:0005055	Kaposi's sarcoma	MONDO:0018078	Orphanet:33276	Orphanet:3394	soft tissue sarcoma
MONDO:0005058	leiomyosarcoma	MONDO:0000001	Orphanet:64720	Orphanet:377788	disease
MONDO:0005060	liposarcoma	MONDO:0000001	Orphanet:69078	Orphanet:377788	disease
MONDO:0005072	neuroblastoma	MONDO:0000001	Orphanet:635	Orphanet:377788	disease
MONDO:0005077	pertussis	MONDO:0000001	Orphanet:1489	Orphanet:377788	disease
MONDO:0005081	preeclampsia	MONDO:0000001	Orphanet:275555	Orphanet:377788	disease
MONDO:0005091	severe acute respiratory syndrome	MONDO:0000001	Orphanet:140896	Orphanet:377788	disease
MONDO:0005100	systemic sclerosis	MONDO:0000001	Orphanet:90291	Orphanet:377788	disease
MONDO:0005115	temporal lobe epilepsy	MONDO:0000001	Orphanet:98819	Orphanet:377788	disease
MONDO:0005116	Whipple disease	MONDO:0000001	Orphanet:3452	Orphanet:377788	disease
MONDO:0005124	leprosy	MONDO:0000001	Orphanet:548	Orphanet:377788	disease
MONDO:0005136	malaria	MONDO:0000001	Orphanet:673	Orphanet:377788	disease
MONDO:0005153	cervical adenocarcinoma	MONDO:0000001	Orphanet:213772	Orphanet:377788	disease
MONDO:0005164	fibrosarcoma	MONDO:0000001	Orphanet:2030	Orphanet:377788	disease
MONDO:0005198	vulvar intraepithelial neoplasia	MONDO:0000001	Orphanet:137583	Orphanet:377788	disease
MONDO:0005201	restrictive cardiomyopathy	MONDO:0004994	Orphanet:217632	Orphanet:167848	cardiomyopathy
MONDO:0005212	rhabdomyosarcoma	MONDO:0000001	Orphanet:780	Orphanet:377788	disease
MONDO:0005215	vulvar carcinoma	MONDO:0000001	Orphanet:494418	Orphanet:377788	disease
MONDO:0005220	collecting duct carcinoma	MONDO:0000001	Orphanet:247203	Orphanet:377788	disease
MONDO:0005223	acute myeloid leukemia with minimal differentiation	MONDO:0000001	Orphanet:98832	Orphanet:377788	disease
MONDO:0005224	acute myeloblastic leukemia without maturation	MONDO:0000001	Orphanet:98833	Orphanet:377788	disease
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	MONDO:0000001	Orphanet:98826	Orphanet:377788	disease
MONDO:0005313	necrotizing enterocolitis	MONDO:0000001	Orphanet:391673	Orphanet:377788	disease
MONDO:0005321	Fuchs' endothelial dystrophy	MONDO:0000001	Orphanet:98974	Orphanet:377788	disease
MONDO:0005342	IgA glomerulonephritis	MONDO:0000001	Orphanet:34145	Orphanet:377788	disease
MONDO:0005342	IgA glomerulonephritis	MONDO:0019722	Orphanet:34145	Orphanet:93548	glomerular disorder
MONDO:0005388	primary biliary cholangitis	MONDO:0000001	Orphanet:186	Orphanet:377788	disease
MONDO:0005440	embryonal carcinoma	MONDO:0000001	Orphanet:180226	Orphanet:377788	disease
MONDO:0005440	embryonal carcinoma	MONDO:0020539	Orphanet:180226	Orphanet:99913	extragonadal non-dysgerminomatous germ cell tumor
MONDO:0005459	human African trypanosomiasis	MONDO:0000001	Orphanet:3385	Orphanet:377788	disease
MONDO:0005498	botulism	MONDO:0000001	Orphanet:1267	Orphanet:377788	disease
MONDO:0005502	dengue disease	MONDO:0000001	Orphanet:99828	Orphanet:377788	disease
MONDO:0005504	diphtheria	MONDO:0000001	Orphanet:1679	Orphanet:377788	disease
MONDO:0005505	dysembryoplastic neuroepithelial tumor	MONDO:0000001	Orphanet:251946	Orphanet:377788	disease
MONDO:0005508	hereditary multiple osteochondromas	MONDO:0000001	Orphanet:321	Orphanet:377788	disease
MONDO:0005512	malignant peritoneal mesothelioma	MONDO:0000001	Orphanet:168811	Orphanet:377788	disease
MONDO:0005526	tetanus	MONDO:0000001	Orphanet:3299	Orphanet:377788	disease
MONDO:0005563	nut midline carcinoma	MONDO:0000001	Orphanet:443167	Orphanet:377788	disease
MONDO:0005571	polycythemia	MONDO:0005570	Orphanet:98427	Orphanet:97992	hematologic disorder
MONDO:0005580	esophageal squamous cell carcinoma	MONDO:0000001	Orphanet:99977	Orphanet:377788	disease
MONDO:0005595	laryngeal squamous cell carcinoma	MONDO:0000001	Orphanet:494550	Orphanet:377788	disease
MONDO:0005601	ovarian mucinous adenocarcinoma	MONDO:0000001	Orphanet:398961	Orphanet:377788	disease
MONDO:0005601	ovarian mucinous adenocarcinoma	MONDO:0018364	Orphanet:398961	Orphanet:398934	malignant epithelial tumor of ovary
MONDO:0005615	plasmacytoma	MONDO:0000001	Orphanet:86855	Orphanet:377788	disease
MONDO:0005619	typhoid fever	MONDO:0000001	Orphanet:99745	Orphanet:377788	disease
MONDO:0005620	cerebral amyloid angiopathy	MONDO:0000001	Orphanet:85458	Orphanet:377788	disease
MONDO:0005620	cerebral amyloid angiopathy	MONDO:0019065	Orphanet:85458	Orphanet:69	amyloidosis
MONDO:0005629	Acanthamoeba keratitis	MONDO:0000001	Orphanet:67043	Orphanet:377788	disease
MONDO:0005631	actinomycosis	MONDO:0000001	Orphanet:457095	Orphanet:377788	disease
MONDO:0005645	ancylostomiasis	MONDO:0000001	Orphanet:78	Orphanet:377788	disease
MONDO:0005657	aspergillosis	MONDO:0000001	Orphanet:1163	Orphanet:377788	disease
MONDO:0005661	babesiosis	MONDO:0000001	Orphanet:108	Orphanet:377788	disease
MONDO:0005662	balantidiasis	MONDO:0000001	Orphanet:1223	Orphanet:377788	disease
MONDO:0005674	bone giant cell tumor	MONDO:0000001	Orphanet:363976	Orphanet:377788	disease
MONDO:0005683	brucellosis	MONDO:0000001	Orphanet:1304	Orphanet:377788	disease
MONDO:0005692	cat-scratch disease	MONDO:0000001	Orphanet:50839	Orphanet:377788	disease
MONDO:0005696	central nervous system tuberculosis	MONDO:0000001	Orphanet:641396	Orphanet:377788	disease
MONDO:0005696	central nervous system tuberculosis	MONDO:0018076	Orphanet:641396	Orphanet:3389	tuberculosis
MONDO:0005696	central nervous system tuberculosis	MONDO:0020010	Orphanet:641396	Orphanet:98010	infectious disorder of the nervous system
MONDO:0005705	clonorchiasis	MONDO:0000001	Orphanet:658917	Orphanet:377788	disease
MONDO:0005706	coccidioidomycosis	MONDO:0000001	Orphanet:228123	Orphanet:377788	disease
MONDO:0005708	Colorado tick fever	MONDO:0000001	Orphanet:83595	Orphanet:377788	disease
MONDO:0005710	composite lymphoma	MONDO:0000001	Orphanet:168966	Orphanet:377788	disease
MONDO:0005714	congenital syphilis	MONDO:0000001	Orphanet:499009	Orphanet:377788	disease
MONDO:0005715	congenital toxoplasmosis	MONDO:0000001	Orphanet:858	Orphanet:377788	disease
MONDO:0005724	cryptococcosis	MONDO:0000001	Orphanet:1546	Orphanet:377788	disease
