subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	MONDO:0019496	NCIT:C95404	NCIT:C188218	neuroendocrine neoplasm
MONDO:0000521	salivary gland carcinoma	MONDO:0002038	NCIT:C9272	NCIT:C35850	head and neck carcinoma
MONDO:0000527	colon adenoma	MONDO:0005401	NCIT:C3864	NCIT:C2953	colonic neoplasm
MONDO:0000530	rectum adenoma	MONDO:0002165	NCIT:C5546	NCIT:C3350	rectal neoplasm
MONDO:0000620	breast benign neoplasm	MONDO:0005165	NCIT:C4505	NCIT:C3677	benign neoplasm
MONDO:0000631	bone benign neoplasm	MONDO:0000636	NCIT:C4880	NCIT:C166356	musculoskeletal system benign neoplasm
MONDO:0000654	benign connective and soft tissue neoplasm	MONDO:0005165	NCIT:C53684	NCIT:C3677	benign neoplasm
MONDO:0000919	ampulla of vater cancer	MONDO:0000956	NCIT:C3536	NCIT:C7523	small intestine cancer
MONDO:0000921	ampulla of vater neoplasm	MONDO:0004251	NCIT:C4443	NCIT:C4432	small intestine neoplasm
MONDO:0001023	prolymphocytic leukemia	MONDO:0005402	NCIT:C3181	NCIT:C7539	lymphoid leukemia
MONDO:0001082	lymph node cancer	MONDO:0004992	NCIT:C35812	NCIT:C9305	cancer
MONDO:0001096	mediastinum ganglioneuroblastoma	MONDO:0003098	NCIT:C6627	NCIT:C6624	mediastinal neural neoplasm
MONDO:0001096	mediastinum ganglioneuroblastoma	MONDO:0005843	NCIT:C6627	NCIT:C3549	mediastinal cancer
MONDO:0001235	appendix cancer	MONDO:0002516	NCIT:C9333	NCIT:C4890	digestive system cancer
MONDO:0001236	appendiceal neoplasm	MONDO:0021223	NCIT:C4434	NCIT:C3052	digestive system neoplasm
MONDO:0001237	appendix lymphoma	MONDO:0004699	NCIT:C5513	NCIT:C38162	gastrointestinal lymphoma
MONDO:0001322	pericardium cancer	MONDO:0002100	NCIT:C4567	NCIT:C114940	cardiovascular cancer
MONDO:0001322	pericardium cancer	MONDO:0003274	NCIT:C4567	NCIT:C3576	thoracic cancer
MONDO:0001399	ureter leiomyoma	MONDO:0006106	NCIT:C6161	NCIT:C6510	benign smooth muscle neoplasm
