subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000110	bifid nose	MONDO:0015503	icd11.foundation:1824850646	icd11.foundation:484839707	obsolete nose and cavum anomaly
MONDO:0007058	Acropectorovertebral dysplasia	MONDO:0017434	icd11.foundation:1013313909	icd11.foundation:1911144861	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0007167	atelosteogenesis type I	MONDO:0800086	icd11.foundation:449799342	icd11.foundation:689620137	obsolete primary bone dysplasia with multiple joint dislocations
MONDO:0007168	atelosteogenesis type III	MONDO:0800086	icd11.foundation:1997882528	icd11.foundation:689620137	obsolete primary bone dysplasia with multiple joint dislocations
MONDO:0007208	Boomerang dysplasia	MONDO:0800086	icd11.foundation:423736259	icd11.foundation:689620137	obsolete primary bone dysplasia with multiple joint dislocations
MONDO:0007301	cerebrocostomandibular syndrome	MONDO:0019711	icd11.foundation:1475063064	icd11.foundation:395969787	obsolete dysostosis with predominant vertebral and costal involvement
MONDO:0007343	isolated congenital digital clubbing	MONDO:0017429	icd11.foundation:130631845	icd11.foundation:1429730271	obsolete joint formation defects
MONDO:0007392	coxoauricular syndrome	MONDO:0800086	icd11.foundation:649449912	icd11.foundation:689620137	obsolete primary bone dysplasia with multiple joint dislocations
MONDO:0007395	craniofacial-deafness-hand syndrome	MONDO:0019589	icd11.foundation:1355682887	icd11.foundation:186534168	obsolete syndromic genetic hearing loss
MONDO:0007398	craniorhiny	MONDO:0015503	icd11.foundation:853619848	icd11.foundation:484839707	obsolete nose and cavum anomaly
MONDO:0007615	laurin-Sandrow syndrome	MONDO:0017434	icd11.foundation:671594481	icd11.foundation:1911144861	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0007737	humeroradial synostosis	MONDO:0017429	icd11.foundation:518723993	icd11.foundation:1429730271	obsolete joint formation defects
MONDO:0007875	Larsen syndrome	MONDO:0800086	icd11.foundation:607849551	icd11.foundation:689620137	obsolete primary bone dysplasia with multiple joint dislocations
MONDO:0007876	laryngeal abductor paralysis	MONDO:0015504	icd11.foundation:965049946	icd11.foundation:2041437327	obsolete larynx anomaly
MONDO:0007878	congenital laryngomalacia	MONDO:0015504	icd11.foundation:64182721	icd11.foundation:2041437327	obsolete larynx anomaly
MONDO:0007880	congenital laryngeal web	MONDO:0015504	icd11.foundation:1641764672	icd11.foundation:2041437327	obsolete larynx anomaly
MONDO:0007982	metaphyseal chondrodysplasia, Jansen type	MONDO:0019693	icd11.foundation:1652660420	icd11.foundation:717143930	obsolete multiple metaphyseal dysplasia
MONDO:0008098	mesomelic dwarfism, Nievergelt type	MONDO:0019697	icd11.foundation:2034257092	icd11.foundation:533702276	obsolete mesomelic and rhizo-mesomelic dysplasia
MONDO:0008270	polydactyly of a triphalangeal thumb	MONDO:0017434	icd11.foundation:728781925	icd11.foundation:1911144861	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0008286	crossed polysyndactyly	MONDO:0017434	icd11.foundation:1884305247	icd11.foundation:1911144861	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0008287	Greig cephalopolysyndactyly syndrome	MONDO:0017434	icd11.foundation:606500237	icd11.foundation:1911144861	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0008322	pseudoachondroplasia	MONDO:0019692	icd11.foundation:1192649257	icd11.foundation:2078345611	obsolete multiple epiphyseal dysplasia and pseudoachondroplasia
MONDO:0008472	spondyloepiphyseal dysplasia, MacDermot type	MONDO:0019589	icd11.foundation:800575171	icd11.foundation:186534168	obsolete syndromic genetic hearing loss
MONDO:0008484	stapes ankylosis with broad thumbs and toes	MONDO:0019589	icd11.foundation:387089262	icd11.foundation:186534168	obsolete syndromic genetic hearing loss
MONDO:0008509	distal symphalangism	MONDO:0017429	icd11.foundation:1737945585	icd11.foundation:1429730271	obsolete joint formation defects
MONDO:0008511	proximal symphalangism	MONDO:0017429	icd11.foundation:49802338	icd11.foundation:1429730271	obsolete joint formation defects
MONDO:0008586	esophageal atresia/tracheoesophageal fistula	MONDO:0019513	icd11.foundation:1582061097	icd11.foundation:1999264345	obsolete esophageal malformation
MONDO:0008618	mesomelic dwarfism, Reinhardt-Pfeiffer type	MONDO:0019697	icd11.foundation:1393171517	icd11.foundation:533702276	obsolete mesomelic and rhizo-mesomelic dysplasia
