subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1	MONDO:0800450	OMIM:616033	OMIMPS:616033	microcephaly, short stature, and impaired glucose metabolism
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	MONDO:0016342	OMIM:615616	OMIMPS:107970	familial isolated arrhythmogenic right ventricular dysplasia
MONDO:0000910	retinitis pigmentosa 6	MONDO:0019200	OMIM:312612	OMIMPS:268000	retinitis pigmentosa
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	MONDO:0019588	OMIM:600792	OMIMPS:220290	hearing loss, autosomal recessive
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	MONDO:0007432	OMIM:125310	OMIMPS:125310	cerebral arteriopathy with subcortical infarcts and leukoencephalopathy
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	MONDO:0019797	OMIM:101800	OMIMPS:101800	acrodysostosis
MONDO:0007052	growth hormone secreting pituitary adenoma 1	MONDO:0017824	OMIM:102200	OMIMPS:102200	familial isolated pituitary adenoma
MONDO:0007053	restless legs syndrome, susceptibility to, 1	MONDO:0100170	OMIM:102300	OMIMPS:102300	restless legs syndrome, susceptibility to
MONDO:0007060	spermatogenic failure 6	MONDO:0004983	OMIM:102530	OMIMPS:258150	spermatogenic failure
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	MONDO:0031520	OMIM:102700	OMIMPS:601457	familial severe combined immunodeficiency
MONDO:0007080	glucocorticoid-remediable aldosteronism	MONDO:0016525	OMIM:103900	OMIMPS:103900	familial hyperaldosteronism
MONDO:0007082	alopecia areata 1	MONDO:0000005	OMIM:104000	OMIMPS:203655	alopecia, isolated
MONDO:0007084	familial focal alopecia	MONDO:0000005	OMIM:104110	OMIMPS:203655	alopecia, isolated
MONDO:0007086	autosomal dominant Alport syndrome	MONDO:0018965	OMIM:104200	OMIMPS:301050	Alport syndrome
MONDO:0007087	alternating hemiplegia of childhood 1	MONDO:0016241	OMIM:104290	OMIMPS:104290	alternating hemiplegia of childhood
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	MONDO:0019507	OMIM:104510	OMIMPS:104500	amelogenesis imperfecta
MONDO:0007103	amyotrophic lateral sclerosis type 1	MONDO:0005144	OMIM:105400	OMIMPS:105400	familial amyotrophic lateral sclerosis
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	MONDO:0005144	OMIM:105550	OMIMPS:105400	familial amyotrophic lateral sclerosis
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	MONDO:0017161	OMIM:105550	OMIMPS:105550	frontotemporal dementia with motor neuron disease
MONDO:0007109	congenital dyserythropoietic anemia type 3	MONDO:0019403	OMIM:105600	OMIMPS:224120	congenital dyserythropoietic anemia
MONDO:0007110	Diamond-Blackfan anemia 1	MONDO:0015253	OMIM:105650	OMIMPS:105650	Diamond-Blackfan anemia
MONDO:0007111	aneurysm, intracranial berry type 1	MONDO:0016483	OMIM:105800	OMIMPS:105800	intracranial berry aneurysm
MONDO:0007126	spondyloarthropathy, susceptibility to, 1	MONDO:0024512	OMIM:106300	OMIMPS:106300	spondyloarthropathy, susceptibility to
MONDO:0007129	tooth agenesis, selective, 1	MONDO:0005486	OMIM:106600	OMIMPS:106600	tooth agenesis
MONDO:0007138	anterior segment dysgenesis 1	MONDO:0019503	OMIM:107250	OMIMPS:107250	anterior segment dysgenesis
MONDO:0007152	arrhythmogenic right ventricular dysplasia 1	MONDO:0016342	OMIM:107970	OMIMPS:107970	familial isolated arrhythmogenic right ventricular dysplasia
MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	MONDO:0019942	OMIM:108145	OMIMPS:108120	distal arthrogryposis
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	MONDO:0019942	OMIM:108200	OMIMPS:108120	distal arthrogryposis
MONDO:0007160	Stickler syndrome type 1	MONDO:0019354	OMIM:108300	OMIMPS:108300	Stickler syndrome
MONDO:0007161	spermatogenic failure 2	MONDO:0004983	OMIM:108420	OMIMPS:258150	spermatogenic failure
MONDO:0007163	episodic ataxia type 2	MONDO:0016227	OMIM:108500	OMIMPS:160120	hereditary episodic ataxia
MONDO:0007167	atelosteogenesis type I	MONDO:0000389	OMIM:108720	OMIMPS:108720	atelosteogenesis
MONDO:0007168	atelosteogenesis type III	MONDO:0000389	OMIM:108721	OMIMPS:108720	atelosteogenesis
MONDO:0007172	atrial septal defect 1	MONDO:0006664	OMIM:108800	OMIMPS:108800	atrial septal defect
MONDO:0007173	atrial septal defect 7	MONDO:0006664	OMIM:108900	OMIMPS:108800	atrial septal defect
MONDO:0007184	alopecia, androgenetic, 1	MONDO:0000005	OMIM:109200	OMIMPS:203655	alopecia, isolated
MONDO:0007193	primary biliary cholangitis 1	MONDO:0005388	OMIM:109720	OMIMPS:109720	primary biliary cholangitis
MONDO:0007204	Cole-Carpenter syndrome 1	MONDO:0016085	OMIM:112240	OMIMPS:112240	Cole-Carpenter syndrome
MONDO:0007219	Osebold-Remondini syndrome	MONDO:0019696	OMIM:112910	OMIMPS:602875	acromesomelic dysplasia
MONDO:0007240	progressive familial heart block, type 1A	MONDO:0019490	OMIM:113900	OMIMPS:113900	progressive familial heart block
MONDO:0007252	Gordon syndrome	MONDO:0019942	OMIM:114300	OMIMPS:108120	distal arthrogryposis
MONDO:0007257	candidiasis, familial, 1	MONDO:0015279	OMIM:114580	OMIMPS:114580	chronic mucocutaneous candidiasis
MONDO:0007265	cardiofaciocutaneous syndrome 1	MONDO:0015280	OMIM:115150	OMIMPS:115150	cardiofaciocutaneous syndrome
MONDO:0007266	hypertrophic cardiomyopathy 2	MONDO:0024573	OMIM:115195	OMIMPS:192600	familial hypertrophic cardiomyopathy
MONDO:0007267	hypertrophic cardiomyopathy 3	MONDO:0024573	OMIM:115196	OMIMPS:192600	familial hypertrophic cardiomyopathy
MONDO:0007268	hypertrophic cardiomyopathy 4	MONDO:0024573	OMIM:115197	OMIMPS:192600	familial hypertrophic cardiomyopathy
MONDO:0007269	dilated cardiomyopathy 1A	MONDO:0016333	OMIM:115200	OMIMPS:115200	familial dilated cardiomyopathy
MONDO:0007270	cardiomyopathy, familial restrictive, 1	MONDO:0016340	OMIM:115210	OMIMPS:115210	familial restrictive cardiomyopathy
MONDO:0007273	paragangliomas 4	MONDO:0000448	OMIM:115310	OMIMPS:168000	paraganglioma
MONDO:0007281	cataract 4 multiple types	MONDO:0005129	OMIM:115700	OMIMPS:116200	cataract
MONDO:0007282	cataract 29	MONDO:0005129	OMIM:115800	OMIMPS:116200	cataract
MONDO:0007285	cataract 1 multiple types	MONDO:0005129	OMIM:116200	OMIMPS:116200	cataract
MONDO:0007306	Klippel-Feil syndrome 1, autosomal dominant	MONDO:0001029	OMIM:118100	OMIMPS:118100	Klippel-Feil syndrome
MONDO:0007335	orofacial cleft 1	MONDO:0000358	OMIM:119530	OMIMPS:119530	orofacial cleft
MONDO:0007349	familial cold autoinflammatory syndrome 1	MONDO:0018768	OMIM:120100	OMIMPS:120100	familial cold autoinflammatory syndrome
MONDO:0007356	Lynch syndrome 1	MONDO:0018630	OMIM:120435	OMIMPS:120435	hereditary nonpolyposis colon cancer
MONDO:0007362	cone-rod dystrophy 2	MONDO:0015993	OMIM:120970	OMIMPS:120970	cone-rod dystrophy
MONDO:0007363	congenital contractural arachnodactyly	MONDO:0019942	OMIM:121050	OMIMPS:108120	distal arthrogryposis
MONDO:0007365	seizures, benign familial neonatal, 1	MONDO:0016027	OMIM:121200	OMIMPS:121200	benign neonatal seizures
MONDO:0007366	seizures, benign familial neonatal, 2	MONDO:0016027	OMIM:121201	OMIMPS:121200	benign neonatal seizures
MONDO:0007367	febrile seizures, familial, 1	MONDO:0000032	OMIM:121210	OMIMPS:121210	febrile seizures, familial
MONDO:0007372	cornea plana 1, autosomal dominant	MONDO:0000733	OMIM:121400	OMIMPS:121400	cornea plana
MONDO:0007378	posterior polymorphous corneal dystrophy 1	MONDO:0020364	OMIM:122000	OMIMPS:122000	posterior polymorphous corneal dystrophy
MONDO:0007387	Cornelia de Lange syndrome 1	MONDO:0016033	OMIM:122470	OMIMPS:122470	Cornelia de Lange syndrome
MONDO:0007389	spondylocostal dysostosis 5	MONDO:0000359	OMIM:122600	OMIMPS:277300	spondylocostal dysostosis
MONDO:0007397	craniometaphyseal dysplasia, autosomal dominant	MONDO:0015465	OMIM:123000	OMIMPS:123000	craniometaphyseal dysplasia
MONDO:0007415	mitochondrial complex III deficiency nuclear type 1	MONDO:0020811	OMIM:124000	OMIMPS:124000	mitochondrial complex III deficiency, nuclear type
MONDO:0007424	autosomal dominant nonsyndromic hearing loss 1	MONDO:0019587	OMIM:124900	OMIMPS:124900	autosomal dominant nonsyndromic hearing loss
MONDO:0007478	autosomal dominant Kenny-Caffey syndrome	MONDO:0016516	OMIM:127000	OMIMPS:127000	Kenny-Caffey syndrome
MONDO:0007483	dyschromatosis symmetrica hereditaria	MONDO:0000118	OMIM:127400	OMIMPS:179850	reticulate pigment disorder
MONDO:0007485	dyskeratosis congenita, autosomal dominant 1	MONDO:0015780	OMIM:127550	OMIMPS:127550	dyskeratosis congenita
MONDO:0007495	dystonia 5	MONDO:0044807	OMIM:128230	OMIMPS:128100	inherited dystonia
MONDO:0007510	Clouston syndrome	MONDO:0019287	OMIM:129500	OMIMPS:305100	ectodermal dysplasia syndrome
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	MONDO:0020066	OMIM:130020	OMIMPS:130000	Ehlers-Danlos syndrome
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasis type	MONDO:0020066	OMIM:130060	OMIMPS:130000	Ehlers-Danlos syndrome
MONDO:0007538	amelogenesis imperfecta, type 3A	MONDO:0019507	OMIM:130900	OMIMPS:104500	amelogenesis imperfecta
MONDO:0007540	multiple endocrine neoplasia type 1	MONDO:0017169	OMIM:131100	OMIMPS:131100	multiple endocrine neoplasia
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	MONDO:0017610	OMIM:131760	OMIMPS:131760	epidermolysis bullosa simplex
MONDO:0007551	epidermolysis bullosa simplex 1C, localized	MONDO:0017610	OMIM:131800	OMIMPS:131760	epidermolysis bullosa simplex
MONDO:0007554	epidermolysis bullosa simplex 1B, generalized intermediate	MONDO:0017610	OMIM:131900	OMIMPS:131760	epidermolysis bullosa simplex
MONDO:0007555	pidermolysis bullosa simplex 5A, Ogna type	MONDO:0017610	OMIM:131950	OMIMPS:131760	epidermolysis bullosa simplex
MONDO:0007556	epidermolysis bullosa simplex 2F, with mottled pigmentation	MONDO:0017610	OMIM:131960	OMIMPS:131760	epidermolysis bullosa simplex
MONDO:0007559	photoparoxysmal response 1	MONDO:0015643	OMIM:132100	OMIMPS:132100	photosensitive epilepsy
MONDO:0007561	multiple epiphyseal dysplasia type 1	MONDO:0016648	OMIM:132400	OMIMPS:132400	multiple epiphyseal dysplasia
MONDO:0007568	aortic aneurysm, familial thoracic 4	MONDO:0019625	OMIM:132900	OMIMPS:607086	familial thoracic aortic aneurysm and aortic dissection
MONDO:0007572	primary familial polycythemia due to EPO receptor mutation	MONDO:0001115	OMIM:133100	OMIMPS:133100	familial polycythemia
MONDO:0007585	exostoses, multiple, type 1	MONDO:0005508	OMIM:133700	OMIMPS:133700	hereditary multiple osteochondromas
MONDO:0007586	exostoses, multiple, type 2	MONDO:0005508	OMIM:133701	OMIMPS:133700	hereditary multiple osteochondromas
MONDO:0007589	exudative vitreoretinopathy 1	MONDO:0019516	OMIM:133780	OMIMPS:133780	exudative vitreoretinopathy
MONDO:0007609	fibromatosis, gingival, 1	MONDO:0016070	OMIM:135300	OMIMPS:135300	hereditary gingival fibromatosis
MONDO:0007617	Coffin-Siris syndrome 1	MONDO:0015452	OMIM:135900	OMIMPS:135900	Coffin-Siris syndrome
MONDO:0007627	focal facial dermal dysplasia type I	MONDO:0018363	OMIM:136500	OMIMPS:136500	focal facial dermal dysplasia
MONDO:0007628	foveal hypoplasia 1	MONDO:0044203	OMIM:136520	OMIMPS:136520	foveal hypoplasia
MONDO:0007630	North Carolina macular dystrophy	MONDO:0031166	OMIM:136550	OMIMPS:136550	macular dystrophy, retinal
