subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000240	invasive aspergillosis	MONDO:0005657	icd11.foundation:1314810340	icd11.foundation:1913468488	aspergillosis
MONDO:0000301	ophthalmomyiasis	MONDO:0019147	icd11.foundation:1105275196	icd11.foundation:1367149207	myiasis
MONDO:0000450	secondary progressive multiple sclerosis	MONDO:0005301	icd11.foundation:1045965709	icd11.foundation:1298865187	multiple sclerosis
MONDO:0000451	primary progressive multiple sclerosis	MONDO:0005301	icd11.foundation:1020720762	icd11.foundation:1298865187	multiple sclerosis
MONDO:0001076	glucose intolerance	MONDO:0017706	icd11.foundation:1392580302	icd11.foundation:1315315105	disorder of carbohydrate transmembrane transport and absorption
MONDO:0001217	pseudomembranous conjunctivitis	MONDO:0003799	icd11.foundation:1606516539	icd11.foundation:831696556	conjunctivitis
MONDO:0001219	serous conjunctivitis except viral	MONDO:0003799	icd11.foundation:982168239	icd11.foundation:831696556	conjunctivitis
MONDO:0001235	appendix cancer	MONDO:0005814	icd11.foundation:1892026854	icd11.foundation:150210507	intestinal cancer
MONDO:0001262	African histoplasmosis	MONDO:0018312	icd11.foundation:997943937	icd11.foundation:1303003466	histoplasmosis
MONDO:0001347	facioscapulohumeral muscular dystrophy	MONDO:0020121	icd11.foundation:621965073	icd11.foundation:1464662404	muscular dystrophy
MONDO:0001419	trachea squamous cell carcinoma	MONDO:0001407	icd11.foundation:1439188070	icd11.foundation:1630573405	tracheal cancer
MONDO:0001490	corneal granular dystrophy	MONDO:0018102	icd11.foundation:965716695	icd11.foundation:1291475891	corneal dystrophy
MONDO:0001880	median rhomboid glossitis	MONDO:0001165	icd11.foundation:598142773	icd11.foundation:928435705	tongue disorder
MONDO:0001914	scleromalacia perforans	MONDO:0001718	icd11.foundation:740830358	icd11.foundation:2097802831	scleritis
MONDO:0001936	brawny scleritis	MONDO:0001718	icd11.foundation:1606860546	icd11.foundation:2097802831	scleritis
MONDO:0001952	parietal lobe cancer	MONDO:0001657	icd11.foundation:1752773718	icd11.foundation:189650925	brain cancer
MONDO:0002133	chronic rheumatic pericarditis	MONDO:0005904	icd11.foundation:1473004877	icd11.foundation:1296696944	pericarditis
MONDO:0002169	rectum adenocarcinoma	MONDO:0006519	icd11.foundation:1316028436	icd11.foundation:1113099195	rectal cancer
MONDO:0002218	temporal lobe cancer	MONDO:0001657	icd11.foundation:221444544	icd11.foundation:189650925	brain cancer
MONDO:0002271	colon adenocarcinoma	MONDO:0021063	icd11.foundation:773139368	icd11.foundation:1265576634	malignant colon neoplasm
MONDO:0002529	skin squamous cell carcinoma	MONDO:0002898	icd11.foundation:1448983042	icd11.foundation:1706880799	skin cancer
MONDO:0002697	ovarian gonadoblastoma	MONDO:0008170	icd11.foundation:1564602847	icd11.foundation:685124533	ovarian cancer
MONDO:0002735	anal canal adenocarcinoma	MONDO:0000405	icd11.foundation:168138050	icd11.foundation:655574575	anal canal cancer
MONDO:0002912	brainstem cancer	MONDO:0001657	icd11.foundation:1866135359	icd11.foundation:189650925	brain cancer
MONDO:0002955	vulva basal cell carcinoma	MONDO:0001528	icd11.foundation:247568702	icd11.foundation:1530443809	vulva cancer
MONDO:0002969	ciliary body cancer	MONDO:0002659	icd11.foundation:2121278989	icd11.foundation:232747171	uveal cancer
MONDO:0003351	colon leiomyosarcoma	MONDO:0021063	icd11.foundation:1612353121	icd11.foundation:1265576634	malignant colon neoplasm
MONDO:0003360	small intestine leiomyosarcoma	MONDO:0000956	icd11.foundation:389419378	icd11.foundation:906379260	small intestine cancer
MONDO:0003481	dysgerminoma of ovary	MONDO:0008170	icd11.foundation:208782658	icd11.foundation:685124533	ovarian cancer
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0006047	icd11.foundation:1624575808	icd11.foundation:1663659989	pancreatic adenocarcinoma
MONDO:0004132	anal canal squamous cell carcinoma	MONDO:0000405	icd11.foundation:585238371	icd11.foundation:655574575	anal canal cancer
MONDO:0004273	breast apocrine adenoma	MONDO:0000620	icd11.foundation:636674012	icd11.foundation:2120366482	breast benign neoplasm
MONDO:0004577	corneal ulcer	MONDO:0000942	icd11.foundation:2089700977	icd11.foundation:980864631	corneal disorder
MONDO:0004794	exposure keratitis	MONDO:0000942	icd11.foundation:1261495652	icd11.foundation:980864631	corneal disorder
MONDO:0005021	dilated cardiomyopathy	MONDO:0004994	icd11.foundation:1916294688	icd11.foundation:282225286	cardiomyopathy
MONDO:0005028	esophageal adenocarcinoma	MONDO:0007576	icd11.foundation:829915640	icd11.foundation:669033105	esophageal cancer
MONDO:0005036	gastric adenocarcinoma	MONDO:0001056	icd11.foundation:1855471719	icd11.foundation:1397617262	gastric cancer
MONDO:0005045	hypertrophic cardiomyopathy	MONDO:0004994	icd11.foundation:1830681485	icd11.foundation:282225286	cardiomyopathy
MONDO:0005153	cervical adenocarcinoma	MONDO:0002974	icd11.foundation:261293318	icd11.foundation:1256072522	cervical cancer
MONDO:0005154	liver disorder	MONDO:0004335	icd11.foundation:1784240230	icd11.foundation:1256772020	digestive system disorder
MONDO:0005201	restrictive cardiomyopathy	MONDO:0004994	icd11.foundation:316495940	icd11.foundation:282225286	cardiomyopathy
MONDO:0005580	esophageal squamous cell carcinoma	MONDO:0007576	icd11.foundation:1417891145	icd11.foundation:669033105	esophageal cancer
MONDO:0005680	Brill-Zinsser disease	MONDO:0001246	icd11.foundation:1961511435	icd11.foundation:292650041	typhus
MONDO:0005696	central nervous system tuberculosis	MONDO:0018076	icd11.foundation:729372485	icd11.foundation:2072728114	tuberculosis
MONDO:0005771	geographic tongue	MONDO:0001165	icd11.foundation:1460387786	icd11.foundation:928435705	tongue disorder
MONDO:0005848	miliary tuberculosis	MONDO:0018076	icd11.foundation:861638547	icd11.foundation:2072728114	tuberculosis
MONDO:0006011	viral hepatitis	MONDO:0005154	icd11.foundation:985510409	icd11.foundation:1784240230	liver disorder
MONDO:0006043	metaplastic breast carcinoma	MONDO:0007254	icd11.foundation:313445809	icd11.foundation:1047754165	breast cancer
