subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000159	bone marrow failure syndrome	MONDO:0002254	NCIT:C165614	NCIT:C28193	syndromic disease
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	MONDO:0002254	NCIT:C99109	NCIT:C28193	syndromic disease
MONDO:0000432	lymphoplasmacytic lymphoma	MONDO:0017594	NCIT:C3212	NCIT:C171299	indolent B-cell non-Hodgkin lymphoma
MONDO:0000437	cerebellar ataxia	MONDO:0005559	NCIT:C82341	NCIT:C4802	neurodegenerative disease
MONDO:0000502	villous adenoma	MONDO:0006180	NCIT:C7399	NCIT:C36207	digestive system adenoma
MONDO:0000525	cecum villous adenoma	MONDO:0021464	NCIT:C5520	NCIT:C4772	benign neoplasm of cecum
MONDO:0000527	colon adenoma	MONDO:0002278	NCIT:C3864	NCIT:C2894	benign colon neoplasm
MONDO:0000530	rectum adenoma	MONDO:0021462	NCIT:C5546	NCIT:C4774	benign neoplasm of rectum
MONDO:0000543	ovarian melanoma	MONDO:0006320	NCIT:C178441	NCIT:C8711	non-cutaneous melanoma
MONDO:0000543	ovarian melanoma	MONDO:0008170	NCIT:C178441	NCIT:C7431	ovarian cancer
MONDO:0000607	primary cutaneous T-cell non-Hodgkin lymphoma	MONDO:0000430	NCIT:C3467	NCIT:C3468	mature T-cell and NK-cell non-Hodgkin lymphoma
MONDO:0000618	Her2-receptor negative breast cancer	MONDO:0004988	NCIT:C168519	NCIT:C5214	breast adenocarcinoma
MONDO:0000625	benign male reproductive system neoplasm	MONDO:0024582	NCIT:C4777	NCIT:C3054	male reproductive system neoplasm
MONDO:0000627	benign endocrine neoplasm	MONDO:0036976	NCIT:C4621	NCIT:C4092	benign epithelial neoplasm
MONDO:0000665	apraxia	MONDO:0005395	NCIT:C180557	NCIT:C116757	movement disorder
MONDO:0000736	dyschromatosis universalis hereditaria	MONDO:0002254	NCIT:C173131	NCIT:C28193	syndromic disease
MONDO:0000743	oral hairy leukoplakia	MONDO:0024571	NCIT:C3722	NCIT:C4991	AIDS-related disorder
MONDO:0000755	ectopic pregnancy	MONDO:0024575	NCIT:C34945	NCIT:C35169	pregnancy disorder
MONDO:0000845	fibrous dysplasia	MONDO:0000631	NCIT:C34609	NCIT:C4880	bone benign neoplasm
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	MONDO:0044917	NCIT:C7210	NCIT:C6919	T-lymphoblastic lymphoma
MONDO:0000961	endobronchial lipoma	MONDO:0002732	NCIT:C5063	NCIT:C4454	lung benign neoplasm
MONDO:0000964	skin lipoma	MONDO:0044335	NCIT:C4616	NCIT:C4242	benign soft tissue neoplasm
MONDO:0000970	breast lipoma	MONDO:0044335	NCIT:C4647	NCIT:C4242	benign soft tissue neoplasm
MONDO:0000976	paratesticular lipoma	MONDO:0000625	NCIT:C6384	NCIT:C4777	benign male reproductive system neoplasm
MONDO:0000976	paratesticular lipoma	MONDO:0044335	NCIT:C6384	NCIT:C4242	benign soft tissue neoplasm
