subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		AI obo:mondo#excluded_subClassOf	>A oboInOwl:source		
MONDO:0000721	xanthinuria	MONDO:0019236	icd11.foundation:1565213608	icd11.foundation:1958565793	inborn disorder of purine metabolism
MONDO:0000733	cornea plana	MONDO:0018102	icd11.foundation:262157734	icd11.foundation:1291475891	corneal dystrophy
MONDO:0001046	imperforate anus	MONDO:0019938	icd11.foundation:515168801	icd11.foundation:942572025	anorectal malformation
MONDO:0001168	spastic hemiplegia	MONDO:0001170	icd11.foundation:1030700023	icd11.foundation:1641958762	hemiplegia
MONDO:0001249	trachoma	MONDO:0006668	icd11.foundation:372424530	icd11.foundation:902481358	bacterial conjunctivitis
MONDO:0001250	keratomalacia	MONDO:0001515	icd11.foundation:497316188	icd11.foundation:699504167	corneal degeneration
MONDO:0001259	pituitary gland infarction	MONDO:0015127	icd11.foundation:765046957	icd11.foundation:292840069	pituitary deficiency
MONDO:0001391	indeterminate leprosy	MONDO:0041752	icd11.foundation:2010059430	icd11.foundation:1800264981	paucibacillary leprosy
MONDO:0002083	Richter syndrome	MONDO:0018905	icd11.foundation:1736108343	icd11.foundation:1946973604	diffuse large B-cell lymphoma
MONDO:0002313	vernal conjunctivitis	MONDO:0002309	icd11.foundation:1653249836	icd11.foundation:392841027	papillary conjunctivitis
MONDO:0002775	anovulation	MONDO:0001889	icd11.foundation:563648258	icd11.foundation:1801368748	ovarian dysfunction
MONDO:0003542	dental pulp calcification	MONDO:0001216	icd11.foundation:1672640309	icd11.foundation:868011012	pulp degeneration
MONDO:0003616	salpingitis isthmica nodosa	MONDO:0005133	icd11.foundation:1586025352	icd11.foundation:1838213761	endometriosis
MONDO:0004596	cor pulmonale	MONDO:0005149	icd11.foundation:738218522	icd11.foundation:1496633964	pulmonary hypertension
MONDO:0004838	orthostatic proteinuria	MONDO:0003634	icd11.foundation:2144070055	icd11.foundation:930895737	proteinuria
MONDO:0004863	purulent endophthalmitis	MONDO:0017255	icd11.foundation:830703931	icd11.foundation:1125547814	panuveitis
MONDO:0004899	monofixation syndrome	MONDO:0004896	icd11.foundation:1068979205	icd11.foundation:459766644	esotropia
MONDO:0005091	severe acute respiratory syndrome	MONDO:0005249	icd11.foundation:652944603	icd11.foundation:142052508	pneumonia
MONDO:0005125	borderline leprosy	MONDO:0041751	icd11.foundation:56771163	icd11.foundation:1123804548	multibacillary leprosy
MONDO:0005126	tuberculoid leprosy	MONDO:0041752	icd11.foundation:310697776	icd11.foundation:1800264981	paucibacillary leprosy
MONDO:0005127	lepromatous leprosy	MONDO:0041751	icd11.foundation:365370459	icd11.foundation:1123804548	multibacillary leprosy
MONDO:0005152	hypopituitarism	MONDO:0015127	icd11.foundation:768216194	icd11.foundation:292840069	pituitary deficiency
MONDO:0005300	chronic kidney disease	MONDO:0001106	icd11.foundation:412389819	icd11.foundation:761526554	kidney failure
