mondo_id	mondo_label	xref	xref_source	original_label	definition	parents
ID	LABEL	A oboInOwl:hasDbXref	>A oboInOwl:source SPLIT=|		A IAO:0000115	SC %
MONDO:0860072	gracile syndrome	GARD:1	MONDO:equivalentTo	GRACILE syndrome		
MONDO:0860073	spinocerebellar ataxia with axonal neuropathy type 1	GARD:10000	MONDO:equivalentTo	Spinocerebellar ataxia with axonal neuropathy type 1		
MONDO:0860074	congenital chloride diarrhea	GARD:10001	MONDO:equivalentTo	Congenital chloride diarrhea		
MONDO:0860075	familial progressive cardiac conduction defect	GARD:10005	MONDO:equivalentTo	Familial progressive cardiac conduction defect		
MONDO:0860076	opsoclonus-myoclonus syndrome	GARD:10009	MONDO:equivalentTo	Opsoclonus-myoclonus syndrome		
MONDO:0860077	self-improving dystrophic epidermolysis bullosa	GARD:10010	MONDO:equivalentTo	Self-improving dystrophic epidermolysis bullosa		
MONDO:0860078	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	GARD:10011	MONDO:equivalentTo	Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome		
MONDO:0860079	camptodactyly-tall stature-scoliosis-hearing loss syndrome	GARD:10012	MONDO:equivalentTo	Camptodactyly-tall stature-scoliosis-hearing loss syndrome		
MONDO:0860080	pellagra	GARD:10014	MONDO:equivalentTo	Pellagra		
MONDO:0860081	fuchs endothelial corneal dystrophy	GARD:10018	MONDO:equivalentTo	Fuchs endothelial corneal dystrophy		
MONDO:0860082	x-linked mandibulofacial dysostosis	GARD:1002	MONDO:equivalentTo	X-linked mandibulofacial dysostosis		
MONDO:0860083	anterior segment developmental anomaly	GARD:10025	MONDO:equivalentTo	Anterior segment developmental anomaly		
MONDO:0860084	campomelic dysplasia	GARD:10027	MONDO:equivalentTo	Campomelic dysplasia		
MONDO:0860085	benign recurrent intrahepatic cholestasis type 1	GARD:10028	MONDO:equivalentTo	Benign recurrent intrahepatic cholestasis type 1		
MONDO:0860086	benign recurrent intrahepatic cholestasis type 2	GARD:10029	MONDO:equivalentTo	Benign recurrent intrahepatic cholestasis type 2		
MONDO:0860087	congenital trigeminal anesthesia	GARD:10034	MONDO:equivalentTo	Congenital trigeminal anesthesia		
MONDO:0860088	familial encephalopathy with neuroserpin inclusion bodies	GARD:10037	MONDO:equivalentTo	Familial encephalopathy with neuroserpin inclusion bodies		
MONDO:0860089	hydroxykynureninuria	GARD:10039	MONDO:equivalentTo	Hydroxykynureninuria		
MONDO:0860090	burn-mckeown syndrome	GARD:10041	MONDO:equivalentTo	Burn-McKeown syndrome		
MONDO:0860091	congenital bile acid synthesis defect type 2	GARD:10045	MONDO:equivalentTo	Congenital bile acid synthesis defect type 2		
MONDO:0860092	congenital bile acid synthesis defect type 4	GARD:10046	MONDO:equivalentTo	Congenital bile acid synthesis defect type 4		
MONDO:0860093	glutathione synthetase deficiency	GARD:10047	MONDO:equivalentTo	Glutathione synthetase deficiency		
MONDO:0860094	isolated congenital anonychia	GARD:10048	MONDO:equivalentTo	Isolated congenital anonychia		
MONDO:0860095	central areolar choroidal dystrophy	GARD:10049	MONDO:equivalentTo	Central areolar choroidal dystrophy		
MONDO:0860096	bietti crystalline dystrophy	GARD:10050	MONDO:equivalentTo	Bietti crystalline dystrophy		
MONDO:0860097	limb-mammary syndrome	GARD:10051	MONDO:equivalentTo	Limb-mammary syndrome		
MONDO:0860098	lipomyelomeningocele	GARD:10053	MONDO:equivalentTo	Lipomyelomeningocele		
MONDO:0860099	eye defects-arachnodactyly-cardiopathy syndrome	GARD:10054	MONDO:equivalentTo	Eye defects-arachnodactyly-cardiopathy syndrome		
MONDO:0860100	mandibulofacial dysostosis-microcephaly syndrome	GARD:10056	MONDO:equivalentTo	Mandibulofacial dysostosis-microcephaly syndrome		
MONDO:0860101	spondyloepimetaphyseal dysplasia, geneviève type	GARD:10057	MONDO:equivalentTo	Spondyloepimetaphyseal dysplasia, Geneviève type		
MONDO:0860102	talo-patello-scaphoid osteolysis	GARD:10061	MONDO:equivalentTo	Talo-patello-scaphoid osteolysis		
MONDO:0860103	overgrowth-metaphyseal undermodeling-spondylar dysplasia syndrome	GARD:10066	MONDO:equivalentTo	Overgrowth-metaphyseal undermodeling-spondylar dysplasia syndrome		
